african_american_english,standard_american_english
"Ion Want Much Bby Egg Whites , Mske Sure Yu Keep Dem Thighs Nd Dem Legs Rite !","I don't want much, baby. Just make sure you keep your thighs and legs right."
Woke up to some bs ... But still determined to have a Good day !,"I woke up to some nonsense, but I'm still determined to have a good day!"
BAE = That's My Love . Main = You Ain't The Only One But You My #1 . Boo = We Ain't Together But You Mine. KNOW Where You Stand !,"Bae = That's my love. Main = You're not the only one, but you're my #1. Boo = We're not together, but you're mine. Know where you stand!"
"When it gets there, I'll know its real cause you just said she don't know where you stay cause hoes don't come to the house!","When it gets there, I'll know it's real because you just said she doesn't know where you stay since hoes don't come to the house!"
@Xcuse_MyPretty oh you have my permission to go over there and nahh! I got homework out the booty this weekend,"Oh, you have my permission to go over there, and no! I have a lot of homework this weekend."
Ok! Back home! Been gone since bout nine something last night! That's how a real thug do it! @xx_Trillest &amp; @Zebra_Queen_,Okay! I'm back home! I've been gone since around 9 o'clock last night! That's how a real thug does it! @xx_Trillest and @Zebra_Queen_
Omg! He just talking in my ear and I'm not even listening! I can't be no good girlfriend to him! Just cant! Lol,Oh my god! He's just talking in my ear and I'm not even listening! I can't be a good girlfriend to him! I just can't! Haha
Buts its ok! I did did some that's gone benefit me in the long run!,But it's okay! I did something that's going to benefit me in the long run!
@ItsAboutAmbie yes I am! And then we had a blackout in my neighborhood and ian do no homework so I stayed home,"Yes, I am! And then we had a power outage in my neighborhood and I did not do any homework, so I stayed home."
Just realized he hit me with that bae crap last night! Didn't fall for it!! good job jade! (:,"I just realized he used that 'bae' nonsense on me last night! I didn't fall for it!! Good job, Jade! (:)"
@KeArahStarr I miss yu too I juss was thinkin like I ain't talk to yu ina min. I'm finna hyl,"I miss you too, I was just thinking that I haven't talked to you in a while. I'm about to hit you up."
If u need a nigga to make you feel secure then baby you don't gotta look no more.,"If you need a partner to make you feel secure, then you don't have to look any further."
a fat ass don't make you pretty.. its just a fat ass. Now calm yo ugly ass down.,"Having a large posterior does not make you attractive, it just makes you have a large posterior. Now calm your unattractive self down."
@aikaT_sM happy new yr to u to I ain't up to nothin shown Twitter sum luv lol,"Happy new year to you too. I'm not up to anything, just showing Twitter some love, laughing out loud."
Put your pride aside and give me everything I want...Then I'll put all my wants aside and be content with what I have,Put your pride aside and give me everything I want. Then I'll put all my wants aside and be content with what I have.
@xLifeOfTane aunt tonya told the girl ! Bout what she told you to do its gonna be deep tomorrow everybody going be around here,"Aunt Tonya told the girl about what she told you to do. It's going to be deep tomorrow, everybody is going to be around here."
Lean with rock with!!!!!! Yup in my white tee..... rock so damn hard break your spline with it,"Lean with rock with! Yes, in my white tee... rock so damn hard, it'll break your spine with it."
@_BOSS_ladyy_ say kno more &amp; b by yo wrd homie or we gonna have to shot it ',"Say no more and be by your word, homie, or we're going to have to shoot it."
Dear Mom : I just wanna apologize 4 ever bad thing I put yu threw. Bekuz now I relieves,"Dear Mom, I just want to apologize for every bad thing I put you through. Because now I realize..."
I kno some of these bitches can't stand me &amp; wish I could die ...,I know some of these women cannot stand me and wish I could die.
@FreeBandTre you playin bruh I aint fck no bitch. Yu ain't hmu yesterday &amp; yu was wit sum bitches on my momma,"You're playing, brother. I did not sleep with any woman. You did not contact me yesterday, and you were with some women, I swear on my mother."
@BossManCaldwel its only right to maintain bruh fr aint nothing but slick &amp; Grimmy ppl stay focus,"It's only right to maintain, brother. For real, there's nothing but slick and grungy people, stay focused."
I be like damn my nigga Ck-Maine &amp; Hell Rell n Trey Bands # CrazyStylee,"I was like, 'Damn, my friend CK-Maine, Hell Rell, and Trey Bands. Crazy Style.'"
@Strawberry_KUSH needa bring ha white asz back to da pjs for we can burn da 93rd again!,Strawberry_KUSH needs to bring her white ass back to the projects so we can burn one again!
@FreeBandCaldwel Friday cum to my house &amp; we can go to my lil spot in da pjs.  Fr cum thru,"FreeBandCaldwel, come to my house on Friday and we can go to my little spot in the projects. For real, come through."
Gudmorning to da niggas da I vibe wit &amp; da lady dat be washing my draws!,Good morning to the guys I vibe with and the lady who washes my clothes!
@Strawberry_KUSH shit yu kno where da kid be at thoe. &amp; I kno yu make moves like a big dawg but there steal time 4 ME!,"Strawberry_KUSH, you know where the kid is though. And I know you move like a big dog, but there's still time for me!"
When I got da work yu can't tell me shit I be stress free # money cumin in.,"When I've got the work, you can't tell me anything, I'll be stress-free. Money's coming in."
@LashantaRenee okay I hear yu now. Yu think somebody playin. Yu gone be da one choosing &amp; my nigga gone take ova!,"Okay, I hear you now. You think somebody is playing. You're going to be the one choosing and my guy is going to take over!"
Everybody kpp say how thy gne change ths year fuck tht im sty the way i im,"Everybody keeps saying how they're going to change this year, but fuck that, I'm staying the way I am."
My dad told me i gtt fuckn tller well of course cause u havent seen me n a while,"My dad told me I've got to get taller, well of course, because you haven't seen me in a while."
@Im_diffrent_btc  fasho u done cause it been three day lol frrfr i hope u aint trick me nikkik,"Alright, you're done because it's been three days, lol for real, I hope you didn't trick me, buddy."
My life aint perfect n my life aint great buy i gtt to thnk the lord everytime tht i wake,"My life isn't perfect and my life isn't great, but I've got to thank the Lord every time that I wake up."
"Some people are thirstball,some hav thirsty days........i feel like havn a #thirsty hour.....lol let the thirst begin","Some people are thirsty, some have thirsty days... I feel like having a #thirsty hour. Haha, let the thirst begin."
Been on twitter since 2009 n not ever near 1000 tweets yet not into social networks like that,"I've been on Twitter since 2009 and not even near 1,000 tweets yet. I'm not really into social networks like that."
@OnMyYNS yen talking bout shit tho ! You talking too much bout the same shit ! Shut up nigha.,"@OnMyYNS, you're talking about the same thing too much! Shut up, man."
I hate shots ! I cry like a big baby everytime i get one !,I hate getting shots! I cry like a big baby every time I get one!
Thats a shame if i wanna know any thang about any one all i gotta do is get up on fb or twitter an i dont even have to hit search.,"It's a shame that if I want to know anything about anyone, all I have to do is get on Facebook or Twitter and I don't even have to search for it."
@WatchMe_Workk Yea that Sissified Mofo goin bring m16's and grenades and shhWyd? &amp; You Matt is going to make me watchem so he gone go missin,"Yeah, that effeminate person is going to bring M16s and grenades. What are you doing? And you, Matt, is going to make me watch them, so he's going to go missing."
