standard_american_english,aae_from_sae
"I always wanted to walk around in tall Ugg boots, trunk briefs, and a crop top in my house, laughing my ass off.","I always wanted to walk 'round in tall Ugg boots, trunk briefs, an' a crop top in my crib, laughin' my ass off."
"One of my friends needs to get on a show like Bad Girls Club or Washington Heights so I can make an appearance, laughing my ass off.","One a' my friends need ta get on a show like Bad Girls Club or Washington Heights so I can make an appearance, laughin' my ass off."
"My birthday is going to be lit. I want my hair to be 32 inches and I want an over-the-top outfit, laughing my ass off.","My birthday gon' be lit. I want my hair ta be 32 inches an' I want an over-the-top outfit, laughin' my ass off."
I'm not feeling that Sasha Go Hard song. She can do so much better than that. I don't know what that fuck shit was.,I ain't feelin' that Sasha Go Hard song. She can do so much betta than that. I don' know what that fuck shit was.
"I know Meek Mill better get that tweet I sent. His fucking set it off, high heaven ass, laughing my ass off.","I know Meek Mill betta get that tweet I sent. His fuckin' set it off, high heaven ass, laughin' my ass off."
"Laughing my ass off, why do all these urban models feel like they can all be in the music industry?","Laughin' mah ass off, why do all dese urban models feel like dey can all be in da music industry?"
"Laughing my ass off, we're going out because he's a gentleman, he's not concerned about getting in the coochie, laughing my ass off.","Laughin' mah ass off, we gon' go out 'cause he a gentleman, he ain't worried 'bout gettin' in da coochie, laughin' mah ass off."
"I want to be on Love and Hip Hop for messing with a down-low rapper and being all the vixens' friends, laughing my ass off.","I want to be on Love and Hip Hop for messin' wit a down-low rapper and bein' all the vixens' friends, laughin' my ass off."
"Laughing my fucking ass off, he said you got the BlackBerry Messenger in the mirror pose, get out of here, laughing my ass off.","Dang, I'm laughin' so hard my butt cheeks done fell off, he said you got that BlackBerry Messenger pose goin' on, get outta here, I'm cryin' over here."
"Oh my god, I feel like I'm going to break out, shaking my head. That food was good but so bad, blah, and then I had soda.","Dang, I feel like I'm 'bout to bust out, I'm shakin' my head. That food was good but nasty, ugh, and then I had some soda."
"I still can't believe people put studs on anything and cut and bleach stuff and call themselves designers, but okay...","I still can't believe folks be puttin' studs on thangs an' cuttin' an' bleachin' stuff an' callin' themselves designers, but aight..."
"Ugh, I know I'm missing so many calls and texts right now. Why is my phone doing this?","Aw man, I know I'm missin' a whole lotta calls an' texts right now. Why my phone be doin' this?"
"Wow, Adam Driver is so incredibly attractive. He is my only white celebrity crush.","Dang, Adam Driver be lookin' fine as hell. He the only white celebrity I got a crush on."
"Exactly, where is the 7 Days 7 Nights street team so I can take a picture for my Myspace profile?","Fo' real, where dat 7 Days 7 Nights street team at so I can take a pic fo' my Myspace profile?"
"I remember this girl was trying to introduce herself to me and I was trying to dance, that's so funny.","I 'member dis girl was tryna introduce herself to me an' I was tryna dance, dat's so funny."
"Laughing my ass off, son. Erica, this woman really is crazy. I need her around when I'm about to confront a woman.","Laughin' my ass off, son. Erica, dis woman really is crazy. I need her 'round when I'm 'bout to confront a woman."
"Girl, I would go in, but it's so much to type. But I know how you feel. I know exactly what you're talking about, shaking my head.","Girl, I woulda gone in, but it's so much to type. But I know how you feelin'. I know exactly what you talkin' 'bout, shakin' my head."
This guy JP's mother is acting like he's some superstar the way she's throwing all this bullshit at him.,Dis guy JP's mama actin' like he some superstar da way she throwin' all dis bullshit at him.
"Son, no, I ate that food too fast, like 5 minutes. Laughing my ass off, I'm still hungry, what the fuck.","Son, nah, I ate dat food too fast, like 5 minutes. Laughin' my ass off, I'm still hungry, what da fuck."
I hope my buddy @LadiieByrd416 is okay. I know it must be pretty rough on her right now.,I hope my buddy @LadiieByrd416 aight. I know it gotta be pretty rough on her right now.
"I have been spoiled my whole life, so when I don't get something my way, yes, I catch an attitude. It's not my fault, blame my parents.","Yo, I been livin' the good life my whole time, so when I don't get what I want, I get all attitude-y. Ain't my fault, gotta blame my parents fo' that."
Remember Nicki Minaj's 'Right By My Side'? That was a popular song last summer.,"Remember that song 'Right By My Side' by Nicki Minaj? That was poppin' last summer, ya dig?"
"They had to mess it up. That was really funny though, what's up mom?","They messed it up, but that was still real funny tho, what's good ma?"
"I don't even think about them, I don't think about the lower class bums.","I don't even think 'bout them, I don't think 'bout them low-class bums."
I'm bored at home and trying to go somewhere to get out of this house!,"I'm bored sittin' at home tryna get outta this crib, ya feel me?"
We do not care about you and your girlfriend Tranae. Shut up!,We ain't care 'bout you an' yo' girlfriend Tranae. Shut yo' mouth!
"@32smiles, @Krista1Love, @Twiitface87, @KDollFabulosity all look similar in the face, eyes, and lips the most.","@32smiles, @Krista1Love, @Twiitface87, @KDollFabulosity all look similar in da face, eyes, an' lips da most."
"@Krista1Love, I don't think you have to worry about that now. Wait until you get older. And white girls always get the best, firmest, and perkiest breasts.","@Krista1Love, I don' think you gotta worry 'bout dat now. Wait 'til you get older. An' white girls always get da best, firmest, an' perkiest breasts."
"These guys are not worth anything, talking about not having anything to brag about, trying to get with another woman. These guys are not worth anything.","Dese guys ain't worth nothin', talkin' 'bout not havin' nothin' to brag 'bout, tryna get wit' 'nother woman. Dese guys ain't worth nothin'."
Guys do shows with other guys' beats on Soundclick and don't pay for them. They don't even lease them. Shaking my head.,Guys do shows wit' other guys' beats on Soundclick an' don' pay fo' 'em. Dey don' even lease 'em. Shakin' my head.
"I'm having a relaxing night, but I have a lot of rumbling and pounding in my head. HOMETEAM ENT.","I'm havin' a chill night, but I got a lotta rumbling an' poundin' in my head. HOMETEAM ENT."
"I smoke and drink, and I'm supposed to stop, but I can't. Laughing out loud.","I smoke an' drink, an' I'm s'posed ta stop, but I can't. Haha."
"Jerry, with his nappy-headed self, kept hanging up on me on Skype. Stinky booty, fufu-smelling person.","Jerry, wit' his nappy-headed self, kept hangin' up on me on Skype. Stinky booty, fufu-smellin' person."
Sheila is getting her tattoo without me!!! And then she's coming over. I'm going to murder her!,Sheila gettin' her tattoo widout me!!! An' den she's comin' over. I'ma murder her!
The father of my child will be my husband. No shacking up for me.,Da daddy of my chile gon' be my husband. No shackin' up fo' me.
"Nichon is a promiscuous person, in my opinion. He has had 4 girlfriends in 2 weeks, which is concerning.","Nichon be a hoe, fo' real. He done had 4 girlfriends in 2 weeks, dat's messed up."
"Haha, he is confused and upset, but I do not care, it is what I want.","Haha, he be confused an' upset, but I don' care, dat's what I want."
"Marcellus bought Skittles for me and is trying to make me share them with him, which is annoying.","Marcellus bought me some Skittles an' he tryna make me share 'em wit' him, dat's annoyin'."
"When a guy I am interested in passes gas near me, I just walk away.","When a dude I'm feelin' be fartin' near me, I just walk away."
"As long as I am not single on Valentine's Day, I am good, because I want a big teddy bear.","As long as I ain't single on Valentine's Day, I'm good, 'cause I want a big teddy bear."
"If I told you a flower bloomed in a dark room, would you trust it?","If I tol' you a flower bloomed in a dark room, would you believe it?"
"I had to confront my brother last night. I thought he was tough, but I shook my head. When will he learn?","I had ta confront my brutha las' night. I thought he was tough, but I shook my head. When he gon' learn?"
"I hate when people constantly call me. If I didn't answer the first time, why do they keep calling?","I hate when folks keep callin' me. If I ain't answer da first time, why dey keep callin'?"
I can't help but call Damarius 'Delirious'. I've been calling him that for a long time.,I cain't help but call Damarius 'Delirious'. I been callin' him dat for a long time.
