standard_american_english,sae_labels
"@jade_sweet4love. Laughing out loud, yes, I take charge because you're relaxing. Laughing out loud, no, it's the other way around, can you handle it? By the way.",Neutral
"I enjoy intimacy when the partner is in a specific position, and if they are to my liking, I would continue to be affectionate and attentive.",Positive
@SirKingHill That's the move! That's what I'm aiming for with my spots when I graduate...,Positive
@misskaserabrown Tomorrow's the night! Exciting Ciroc bash! Only $3 on Thursday! Let's kick off this Back to School Weekend!,Positive
"All she ever talks about is Louis Vuitton, and I can't continue to associate with her anymore.",Negative
@Prettyfce_La well... We should have a good time one day... I behave the same way when I'm slightly intoxicated... We're going to be wild.,Positive
"I will continue to work hard until I see progress, and then I might take a break.",Positive
"@Your_Shana... Aww, I knew you would. They looked like something you would wear :-)",Positive
"I'm taking on anyone who wants war; they let me get my messages up, you'll want war too.",Negative
"I thought I was a bit wild, but you'll make your wife. Now a bit can't even stay the night.",Negative
"Believe me, if you walk on two legs and bleed like I do, and you're human, I'm pretty much not scared of you.",Neutral
"You don't have to call me your love because as much as you want to engage in intimate relations, I also desire the same.",Neutral
This girl in my class keeps subtweeting about me but never says anything to me. It's mind-boggling that we're in the same class together.,Negative
"You're going to find someone, just make sure in your next relationship to keep your family out of it.",Neutral
"Well, I'm not surprised, it was meant for me to find. I guess that's why you're retweeting it in my house, lol.",Neutral
"I feel like I'm coming down. I love the way she sounds; she's a true thug, no doubt.",Positive
"It's over, no, we practiced a lot, which means at River Rouge, we're about to beat you all, LOL.",Positive
"Every time I go to my private box, the code keeps popping up and I can't get into it.",Negative
It's extremely difficult to cope with someone who consistently lies to you.,Negative
I have a meeting about accessorizing the bridesmaids in an upcoming wedding with my unique pieces! :-),Positive
My phone is so old I don't even take it to work with me anymore.,Negative
@miami2da_core It's you too. You never let other people get a word in. A prime example was when you and I were on the phone.,Negative
"So, obviously singing loudly last night was a bad idea. SMH, my voice is gone.",Negative
"I don't know what happened to my ankle last night either, because I can barely walk on it.",Negative
"@AvalancheUnSung You can say it here, but can you say it to my face? LOL, thank you, Blaine!",Positive
"That friendship that doesn't require daily communication, but when we talk, we discuss everything; I love that girl.",Positive
"If I become upset with you, it means I still care. Worry when I don't become upset.",Neutral
"Watching these baby stories, they make it seem like it's easy, but I know it's not, lol.",Neutral
"@Kenkido101 I understand, but I'm about to go to sleep. I'm too tired. I've been awake since 8 this morning with no sleep or nap.",Negative
"Josh is so foolish! Why do I always end up with the odd one out? Nevertheless, I still love him.",Positive
"Oh, brother, why are you involved in my affairs? Do you know me? Do you know my partner?",Negative
"I love that guy, but he did me wrong. I love that guy, but he led me on.",Negative
"You don't have to worry about my tears drying up... And by the time you're done with that girl, I'll have a new lineup.",Positive
I have not been able to sleep at all. And I'm not going until my quart comes later on.,Negative
Let's give a round of applause to the individuals who are really soft in person but hard on Twitter.,Negative
"I get jealous, I get mad, I get worried, I get curious. But that's only because I love you so much and I don't want to lose you, not more, not less.",Positive
"@asvprose - You also need to sell me your shoes to add to my collection, but only if I had smaller feet! LOL!",Positive
"I hope I don't run into a long line of churchgoers while I'm trying to decide what to eat, perhaps I'll go to IHOP.",Neutral
Reflation: God is good. I'm so glad to have Him in my life. Church today made me realize just how truly blessed I am.,Positive
Have you ever met someone you liked so much but wanted to hate so badly?,Neutral
"I'm tired of the nonsense with people who are quick to say offensive things, and then expect to be welcomed back on my own path because some individuals lack substance.",Negative
"My friend, that's not a half in that bag. What are we going to do with that? Let's put that in the blunt and I'll take care of it for you.",Neutral
"I don't want him. Shaking my head, he comes over any other time, what's the problem now?",Negative
"@LickME2xs It probably makes you feel better, and if you do, make them save me one.",Positive
"I am well aware that he is not wearing any Jordan flavors. Hahaha, boy, you are completely mistaken about that.",Positive
"This woman claimed I engage in inappropriate behavior. Laughing, she should really clean her mouth.",Negative
"I can honestly say my break was beyond amazing with Cammy, @MiZz_Renee16, @Thats_WhyUMad, and @JSmokedOut.",Positive
"I'm going to my aunt's house, I'm hungry, and I'm glad she lives right across the street.",Positive
I don't like boys who are interested in me; I prefer someone who presents a challenge. I don't want you if you're too easy.,Negative
"If he cheats on his girlfriend with you, what makes you think he will be faithful to you?",Negative
"I need a dreadlocked rapper who's financially successful. I'm joking, I'm a lady. Laughing out loud!",Positive
"If he has a baby mother, he's automatically off-limits, and my book doesn't have time for the drama!",Negative
@pourCHARDONNAY I texted you. Do you still have the same number? And I just asked where did you get your new balance.,Neutral
"I really think my children have forgotten that I have an account. Yes, I'm browsing and not a happy mother!!!!!",Negative
"You can criticize me, but why undermine my efforts? I will be successful regardless of the obstacles.",Positive
I'm going to put an end to this woman if she opens her mouth one more time.,Negative
"@Brooklyn_Dakid Oh, so you finally decided to tweet me back, shaking my head, laugh out loud, but anyway, what's going on, pal?",Neutral
"I just celebrated the last of my children's birthdays until June! I'm proud and grateful to God. I don't have much, but we always keep it happy, no matter what.",Positive
"Alright, let me go ahead and get dressed to this Miguel album. You all continue talking about all the things you're not going to do while I'm gone.",Neutral
