text,sentiment
mane if yall watchin da news rite nw dey got sum fye ass drugs to use,Negative
You are today where your thoughts have brought you. You will be tomorrow where your thoughts take you. ~James Allen,Positive
Who wants to get hired? If you interested in working and getting paid about a grand a week text me 718 844 0078 everything legal,Neutral
"ima bout ta get the new me shit on, aint non ya guna recognize, fuck the rest ima do it for me n me alone",Positive
Its time for me to sit down and have a one-on-one with my brain! I gotta figure out what the fucks going on,Negative
Boo cooked now um happy cuh um stuffed  now watching movies cuddle time best time :) @cooper_dontdoit,Positive
Onaaa Phone With My Fav/Nursing Buddy this girl is Hilarious I Love My Hoe Tho,Positive
Didn't even know it was 1 in the morning I thought it was like 11,Neutral
Don't need no one on my side she got it covered she hold shit done very well,Positive
@_murdaaaah lmao stop you know you gonna miss having class w. me &amp; what bio classes you taking ? &amp; I been gooood hbu ?,Positive
Whoever doesn't wanna see a Harbaugh Super Bowl is obviously a spawn of satan himself ....,Negative
"Big S/O To My Homegirl @TheRealBlazee She Cool Af &amp; I Haven't Seen Her In Forever , FB",Positive
@Nickky_noMinaj That's Wussup I Thought I Was The Only Person On Twitter For A Sec Lol,Positive
@itsdrebitch idk sum bout his back being against the wall its either be a bitch or be a beast lol nigga dnt kno who tf he is ..,Neutral
"Everytime I Look Up This Bitch Always In Some Shit , Damn I Hate A Bitch Who Like To Argue &amp; Shit !",Negative
"Stress over no Nigga , put the gun in my hand Ima pull the trigger Lbs #FuckLove",Negative
Stop giving a Nigga yo feelings &amp; you want have these sorry ass tweets !,Negative
It's funny how ppl just said something totally different and come out the wood works with lies,Negative
I see #oomf not having the best of days...I'll talk to them tomorrow..I'll still the daily night msg..but that's about it.,Neutral
Eating fish w/o hot sauce is like eating pussy w/o ice cubes or strawberries...just saying lol,Negative
@ClutchWhenDrunk @I_Hate_Tyishae rotfl.! You softer than wet shitty diapers..fuck off my page. Little ass kid.,Negative
Smdh...maybe I can just go back to sleep before I have to stoop down some levels.,Negative
I'm just about to eat the rest of these honey roasted peanuts and go to sleep.,Positive
Name gotta go... But yo black ass liking all my facebook pics lmao fake ass niggas that claim they go hard!,Negative
He stay riding my instgram pics lol boy thats all of porsha u gone c,Neutral
Great morning even though im yired i can wait to eat sum mac nchese mash potatoes n a krispy leg #lee'schicken,Positive
@Russ_el_jefe whatever the phone work both ways... N unlike most females i work 2jobs so im always busy dnt evn hav time for myself,Negative
@NunButRespect_ i mean but still how tf am i a fukn hoe cuz i wna bf like 4real n so wah if i wna nigga like dat and its me nobody fukn else,Neutral
your head in his lap:-)  wow.my head might dnt fit?  but I would love to hit you with some real long rapper.dick. could u handle it?,Neutral
you need that cashmoney records dick.  you need t o get sum black cock. cold I fit ur hole. after work.,Negative
@puddycatdoll Shout out 4 is Blessings in 2012! Moving forward in 2013 with his Grace and Mercy!!,Positive
"i got money on my mind bitches n my bed,problems n,my house hold niggas n da fed",Neutral
When u have friendz you have to stuck by there side through thick and thin instead of talking shiit behind their backs.,Positive
Wow Beyonce! Unbelievable! Too great of a singer to fake it but I get it LOL,Positive
I can't stand these gunshots on NYE niggas is wildn this is the dumbest law in America u can't even tell who really gettin popped,Negative
"@MahLee_ a hr is a long time to jus be gettin massaged lol I wouldn't even be able to feel it, I would do two 30 min sessions",Neutral
"It crazy how u grind like you do, And you shine like you grew up in a Shrine up in Peru.",Positive
@BETH_WIT_EM yea a lot of ppl and dude told me this was a slum night,Neutral
@KevLo_ at the end of the day there losing to Ravens as we speak after two Ray Rice fumbles lol and Ravens r jus solid,Neutral
"@KevLo_ twice as much is bit overdoing it, but Arod throws the ball way more his TO's ain't nuthin like that. And that option Is TO prone",Neutral
"@KevLo_ It's not jus about NFC east, we played outta conference tough, Falcons Saints Steelrs Ravens, I have INdy too much cred w 7-9 really",Neutral
"@SUPREMEdeem shiny ass expensive jackets they are geared for niggas idc what u say, Jersey niggas specifically",Neutral
@DJJmayy they the main type of girls  that will jus one day randomly wake up wen yall together like..damn I can't fuck w u no more lol,Negative
Y'all gettin hype for Tahiry like she that hoe got a sex tape n everything ha,Negative
I know that I could be an actor at any moment foreal. I might try some shit out this Summer ha,Positive
"Rob Ryan had to go much as loved his fire, he was didn't try to get pressure on QB's all season he just aimed for coverage sacks w Ware",Neutral
His coverage schemes were very good but an elite QB is gonna find a way to make plays regardless with no pressure.,Neutral
@NobodyFamous312 there not formatted yet and yall too hype for em. They cool not that crazy ha,Neutral
What's good w Tyson Chandler he just wild out on Mahimi for no reason lol,Positive
This hoe jus said she work 48 hrs a day where tf u work at,Negative
@KevLo_ @SUPREMEdeem @fivefifths my bad I was thinkin about the opening to Family matters lol,Neutral
"Monte Kiffin is old as shit but he is the Tampa-2 master,he's gonna have us playing tough D.",Positive
"Cause when it hits the fan brotha whether its next yr, 10 yrs, 20 yrs from now. You'll never be able to say these brothers lied to you JACK!",Positive
@almodovar516 Sean Lee is our leading tackler &amp; defensive leader he got injured he preseason he will be back &amp; im excited about Duane Harris,Positive
"@almodovar516 the NFC east also had the toughest schedule in league this year, a new Dcoordinator that actually blitzes I feel good about it",Positive
"@almodovar516 trust me Jerry Jones isn't finished, he's got more money to spend! That's Skins lost made him sick.",Negative
Cam Newton's durability alone makes him better than RG3. In addition Cam doesn't have Alfred Morris in the backfield &amp; his stats are better.,Positive
Pacers offense is Garb on 2K &amp; I'm real life lol I be gettin jiggy w em cuz my skills,Positive
Definitely a top 10 maybe even top 5 NFL Game all-time for me. That was crazy!,Positive
@BeezbDolo hell no this lil Dejuan Harris nigga on GB is fuckin em up Marshawn rushin 120,Negative
"@BeezbDolo ok well MRshawn can break the same way and he breaks out on the reg, him MJD closest thing to AP",Neutral
@KmobIv well BINK! prod DNDress not Ye and Bink came up under JB but most say Just Blaze ripped a lot of Binks sound when he workin w him,Neutral
@KmobIv son I'm fakin crazy u kno damn well Nas &amp; Big top 5 and Im not into Pac or Em,Neutral
@LiveFromTheFive gov't needed a reason press gun laws on the citizens and a situation like SandyH makes it more accepting. Game of chess,Neutral
@KevLo_ u see this big ass nigga? Lol he old high school fball player and he jus a hospital technician now,Neutral
"@fivefifths obviously. But now tragedy as put gun control at the forefront right behind the debt ceiling, the planned worked to perfection.",Negative
@fivefifths I wish I could give more but this 140 characters just not enough. Im not someone who went to WSHH &amp; hopped on the wave tho lol,Neutral
"@fivefifths believe what you want, the history is there. when stricter guns laws are passed this year I will be sure to @ you haha",Neutral
@TriniSmilez5 ima check when I get on comp in a sec but the battle is over ha,Neutral
"@KevLo_ ha not even, im not even at the crib right now. I dont mind rainy cold days",Neutral
"D'Antoni is gonna have to make a decision about having Dwight in under 4 or 5 minute mark, this shit is gettin serious lol",Neutral
"Meek Mill too, these niggas be one slight mistake away from death on them shits",Negative
I don't give a fuck about about Stephen Davis &amp; Duce Staley being in the club w/ me lol wtf,Negative
"Back when Jigga &amp; Nas was the niggas to be, I was in my teens tryna be bigger then Meech.",Positive
You can't never just recklessly pour yourself some juice or kool-aid in this nigga crib cuz 80% of the time it's liq lol smh,Negative
Why are are they actually showing slow motions highlights &amp; taking injury timeout for this lmaoo,Negative
"I am officially a believer in Joe Flacco, he's no fluke he's legit, let's hold off on elite. But real nonetheless",Positive
I understand thats not a given these days but u gotta be more then that,Neutral
Bruh I ain't even been to Cali yet &amp; NKorea tryna end that joint they gotta chill,Negative
TE'O is gay just for talkin to a man for 3 years on the phone &amp; not knowin it's a man.,Negative
"@jayzonicle he has a higher ceiling than granger but gotta hold off on calling him better, PG has never been top 5 in NBA in scoring",Neutral
"@MahLee_ no im sayin when this yr is over most definitely, but at the same time there is no top 5 team in East Boston could beat in playoffs",Positive
@MahLee_ slight? nigga Rondo was lil nigga damn near w Magic Johnson  numbers and they was still losing lol idk bout that,Negative
"Why niggas always try to cook lasagna for a girl, is that some impressive shit? I will cook her the Stouffers joint &amp; get the same cred.",Neutral
@KevLo_ nah not mashed potatoes w steak that's some nigga shit lol baked or steamed potatoes &amp; I don't fuck w A1,Negative
I need to see Larry Fitz w a decent QB again. But right now I would take AJ Green &amp; Megatron before him,Negative
Wale could've just said his hoes from VA Beach everyone know they got the best in 75.,Neutral
@SUPREMEdeem nah not no shit like that tho lol Im not no hot Blue Collar nigga u already know that ha,Neutral
You say you /ripping it aint nuntin but /ash shawty -- you can't even buy the trues on my ass shawty!!,Negative
I know way too many ppl hear right now who I didn't know last year -- who the fuck is y'all!!,Negative
These hoes so stupid these days -- they'll lay on the ground -- and let a Nigah walk all over them!! Get up and have sum dignity for once!!,Negative
Their are no blessings that can't turn into disasters !! And their are no disasters that can't turn into a blessing!!,Neutral
"@TSNBobMcKenzie That kid is GOOD. saw him vs NYR. I'll tell ya, as a ranger fan I'm not too excited about seeing him for the next 10 years.",Negative
Who can luv u like me who can sex luv u like me who can lay ur body down (NOBODY),Negative
@GibsonBoyGI btch if u think u bad btch cum see me an btch ima show u How this 5'1 btch get down u better nor better yet u seen back cum,Negative
@GibsonBoyGI an if y'all want put y'all business all on the net an keep that shit n y'all house people wouldn't have shit to say,Negative
