standard_american_english,sae_labels
"Tongue, oh my god... I never thought I would want to have sex with a woman, but you can get it. 5 inches of fun!",Positive
"Good morning, cousin! What was the school closed for too? I had to call Tamika.",Neutral
"Ah, that's cool. Keep up the good work. Keep me posted on anything you have. I'm a fan.",Positive
I need to relax because the same person I'm stressed about isn't even thinking about me.,Positive
"Okay, I wanted to see your bus card if you were at home.",Neutral
I can't believe I just got back to Naples at 5am and I've already been at work for 40 minutes... this is crazy.,Negative
I have to take these twists out of my hair tonight after work and I am not looking forward to it!,Negative
I'm really hungry and I just remembered I still have half my burger from Friday night! #winning,Positive
"That burger really satisfied me, but I'm not sure why I haven't been able to sleep yet.",Positive
I had a dream that caused me to have an orgasm in real life... the craziest thing that's ever happened to me.,Negative
"I hope I never have another dream that makes me climax in real life, that really scared me.",Negative
"I woke up right in the middle of it and went straight back to sleep like it didn't just happen, shaking my head.",Neutral
This girl at my job is so determined to set me up on a date... I have no idea why... but now I have a date with the guy she's trying to hook me up with.,Negative
I'm so frustrated...I hate when a woman is mad at me and doesn't communicate it with me.,Negative
These people are on the verge of not getting a tip! I'm already frustrated and I've only been here 5 minutes.,Negative
I have to do laundry either tonight or tomorrow before work so I'm good and ready for Lauderdale on Thursday.,Neutral
"Wow...that caught me way off guard, but I think he's Haitian anyway with that name.",Neutral
Haha I wasn't going to! I don't know how you did that with that dry powder!,Neutral
I hate being delegated to by someone who has no business delegating...so I'm not going to do anything she delegated me to do!,Negative
What makes it worse is that he keeps texting me telling me he's sorry and not to do this.,Negative
"I've been up since 9 and haven't eaten anything, so I have a hunger headache like crazy!",Negative
I haven't had a Publix sub in so long! I think that's going to be my birthday lunch!,Positive
I'm about to go buy myself a bottle of wine and call it a day.,Negative
"I am very satisfied with life right now. The only thing I'm missing are these two degrees, then I'll be all set.",Positive
"Don't ask if I can do something, don't ask if you can do something...none of that!",Negative
"My honey will be here soon. Once again, I don't feel like leaving the house, so no beach tonight.",Negative
My mother tried to buy me that nasty milk for lactose intolerance. I just looked at her strangely.,Negative
I can't wait to see my baby. I'm going to give him the biggest hug and kiss!,Positive
I'm really doing good at biting my tongue because there's so much stuff I could say right now.,Positive
"There is so much I want to say to him and hear from him, but I cannot even go there!",Positive
"If the Falcons and Patriots go to the Super Bowl, my mother and I will be enemies!",Neutral
"I have never laughed harder than I did today, thanks to them and my brother!",Positive
"He just has to give me that look. When he gives me that look, then the panties come off!",Negative
I'm feeling like I'm being compared to these insignificant females you used to be involved with.,Negative
One day I'm going to leave and go somewhere without telling him anything.,Negative
"If you cannot tell me how you truly feel about me, then you really do not need to interact with me. It's obvious.",Negative
"It's funny how I keep trying to walk out of our relationship, but you manage to keep pulling me back. I guess you can't get enough of me.",Negative
"Hi, don't stop doing what God has given you. Just keep pressing on.",Positive
"I almost didn't make it to see a new year. New Year's Eve, God blessed me to come out alive on that terrible incident. Whew, thank the Lord!",Positive
"@DaRealTreEz is the most genuine person I have ever come across in my lifetime. Since we were young, this guy has kept it 100% with me, my brother for life.",Positive
I like making people read between the lines so then other people would get lost trying to find their nose.,Neutral
"If you use a toy, you might as well just let a real person hit it, lol.",Neutral
The people who drink all the time will be the ones buying that cheap vodka so they can have more.,Neutral
I hate when my sister tries to talk to me like I'm one of her friends.,Negative
"It feels like I'm not trying to please people. Fuck them, to be honest.",Negative
"Not all single people are available. Similarly, not all people in relationships are in love.",Neutral
I always have someone nodding their head at the gas station listening to @TheRealYoungKT's 'Make It Say'.,Neutral
"My little sister said she hates how people use the word 'ratchet' incorrectly, lol.",Neutral
"It feels like I'm just too close to love you, so I'll be on my way.",Negative
"I am no longer trying to survive. I believe that life is a prize to live, but that doesn't mean you'll be alive!",Positive
About to take this walk to the recreation center for white people. I'm just thinking!,Neutral
I get less sleep during my break than I do when I'm at school. It makes no sense to work harder now than when class is in session. What the heck?,Negative
"I'm up with nothing to do, and my body has no intentions of letting me fall asleep.",Negative
I am a die-hard Patriots losing cheerleader. I do not want them to win. So good luck Ravens #wantpatriotstolose,Negative
Let's see if the Ravens can capitalize on this drive.. I would like to see some points on the board #panthersfan,Neutral
I have been with my boyfriend for 4 years and I still feel the same way about him since day 1 :),Positive
"Haha I know, but maybe if you gave me a hug I would have been happy, you know I'm happy to see you, I just saw you at the wrong time though",Positive
"I do not want to lose your love, I do not want to say goodbye, true love is hard to find",Negative
"Grr, just kidding, I'm not going to California and was my sex good when we did it?",Negative
So are you going to speak or are we going to keep doing this over and over?,Neutral
"That's great, I'm working on my basketball game and working and working on getting my spot.",Positive
"I'm not going to lie, this diss song makes me want to do the nasty for real!",Positive
"I had fun on Twitter tonight, rolling on the floor laughing!!! I'm going to sleep for real this time though.",Positive
"I try to talk to other people, but it never lasts for more than 2 days because I don't want anybody but her!",Negative
"He told me, 'Baby, let me spend all the money on you... what are you waiting for?' McDonald's has those people laughing out loud.",Positive
"The referees are definitely not on our side tonight, but we still have this game. #CelticsNation",Negative
"Laughing my ass off, I will always remember the first time I got high until the day I die. #GoodTimes",Positive
