standard_american_english,aae_from_sae
"I always discover information. I may not express it immediately, but I am aware!","Ah always findin' out things. Might not say it right away, but I know it!"
I am extremely frustrated; my mother's boyfriend doesn't know when to stop.,Ah'm straight up mad; mah mama's boo don't know when to quit.
My only wish is that my friend Keith was here to make things better. # I've been feeling like I'm against the world lately.,My only wish is dat my friend Keith was here to make things better. # I've been feelin' like I'm against the world lately.
"I just want to be intimate with your best friend for one night only, and when I am with your best friend, you bet I won't be intimate with your friend.","Ah jus' wanna be close with yo best friend for one night, n' when I'm wit yo best friend, you bet I ain't gon' be close wit yo friend."
That's really unfortunate; I have to go all the way down the stairs to light my cigarette.,Dat's real unfortunate; Ah gotta go all de way down de stairs to light ma cigarette.
You are behaving inappropriately and causing trouble on my timeline. Please stop and show me something constructive.,Ai be actin' all sorts of wrong and causin' trouble on my timeline. Y'all need to stop and show me sumthin' constructive.
I have never had anyone to show me all the things that you have shown me.,Ah ain't never had nobody to show me all the things dat you done showed me.
@ItsYoungBTW_ It left his cookies in a box on the floor. Sami went in there and took a bite off each cookie.,"""@ItsYoungBTW_ It lef his cookies in a box on da floor. Sami went in dere an' took a bite off each cookie."""
"I'm about to remove this music from my computer because it's really getting me excited, @ItsYoungBTW_","'Ah'm 'bout to remove dis music from mah comp' 'cause it's really gettin' me hyped, @ItsYoungBTW_'"
It's in two weeks. My cousin can't go and I have an open spot. The trip was $600. I'm just asking for $400.,It's in two weeks. My cousin can't go and I got an open spot. The trip was 600 bucks. I'm just askin' for 400.
"The price is $20, which includes 90 minutes of bowling, food, shoe rental, laser tag, and drinks. However, I apologize, but it is scheduled for 10:30 PM on January 18th!","Dat price be $20, includin' 90 min's of bowlin', food, shoe rent, laser tag, an' drinks. But, I sorry, it's set fer 10:30 PM on January 18th!"
"I am taking my niece, nephew, and little cousin, @__DollyFace, to Cedar Point in June. I have just booked my reservations.","Ai be takin' my niece, nephew, an' little cousin, @__DollyFace, to Cedar Point in June. I just booked my reservations."
"Well, it's time for me to hit the road and truly celebrate my birthday in the Bahamas!!!! See you later, Chicago. Oh yes, my birthday is on Sunday!!!!!","'Well, it's time for me to hit de road and truely celebrate my birthday in de Bahamas!!!! See y'all later, Chi-town. Oh yes, my birthday is on Sunday!!!!!'"
"I ball in multiple ways, which means I'm athletic. I've been hustling for 5 years, which means I'm not very good at it.","Ah ball in multiple ways, which mean I'm athletic. Ah been hustlin' for 5 years, which mean I ain't too good at it."
@ChrisBrownRCA I'm just thankful that he needs to move on and stop acting like she is the only authentic person he's ever going to be with.,"""@ChrisBrownRCA Ah'm just thankful he needs to move on and stop actin' like she be the only authentic person he's ever gon' be with."""
"Why do people say I'm about to enter the store, but in reality, I'm already inside the store?","Why folks be sayin' I'm 'bout to enter the store, but in reality, I'm already in the store?"
"@boogie_d Damn, @OldSchool955 95.5 is really jamming. Honestly, I've been locked in all day. Music feels good to your soul.","""@boogie_d Man, @OldSchool955 95.5 be poppin' off. Fo' real, I been stuck in all day. Tunes be good for yo soul."""
"@mzjanee, you're mistaken. I'm actually on @Hot1041.","""@mzjanee, y'all wrong. I'm actually on @Hot1041."""
They have me here doing the South Dallas style. I haven't done that since last spring.,Ai got me here doin' the South Dallas style. Ain't done that since last spring.
@MsXaviB Repo men come and take an organ until your payments are back in order!!!,"""@MsXaviB Repo men come an' take an organ till ya payments straighten out!!!"""
"@jonque28 Same old stuff, man. Trying to make money and stay true! We should have a little something to drink soon though. Happy New Year, let's get into new things!","""@jonque28 Same ol' stuff, man. Tryin' to make some paper and stay real! We oughta get a little somethin' to drink soon tho. Happy New Year, let's get into some new things!"""
"Man, I'm laughing at myself so hard, and I swear I'm not even trying to lose my balance.","Ai, I'm crackin' up on myself so hard, and I swear I ain't even tryna lose my balance."
I hope you understand when I say pay before you play with me.,"""Ah hope ya understand when I say pay before ya play wit me."""
Oh. What are you talking about? Please bring a woman something because I'm hungry.,Aye. Whut you talkin' 'bout? Bring a woman sumthin' 'cause I'm hungry.
"Oh, all of you are on a bad list. You went to Hong Kong and didn't bring a girl a fry.","Ah, all y'all on a bad list. Y'all went to Hong Kong and didn't bring a girl no fry."
@RESPECTmyflaws @_noLOVE_jstLUST @Luh_Boosie You all better come get your cousin who that girl hit me in the face with a snowball.,"""@RESPECTmyflaws @_noLOVE_jstLUST @Luh_Boosie Y'all better come get yer cousin who that girl hit me in da face wit a snowball."""
"@_noLOVE_jstLUST your unattractive appearance did not answer the phone last night. We are coming over there today, around 6 or 7 o'clock.","""@_noLOVE_jstLUST yo ugly look didn't pick up da phone last night. We finna come over dere today, 'bout 6 or 7 o'clock."""
"When you have a man, there are only a few ways to keep him.","When you got a man, there be only a few ways to keep him."
"Blessed to be here another day. In case you haven't heard it today, Kiaphia loves you.","'Blessed to be here another day. In case you ain't heard it today, Kiaphia loves you.'"
I'm still dealing with that difficult person over there and distancing myself as much as possible.,Ah'm still dealin' with dat hard-headed person over dere and keepin' mah distance as much as possible.
"@GladimarSimeon yes, he is, but Melo might harm him and he can't shoot well; you'd be better off with a police officer.","""@GladimarSimeon yessuh, he be, but Melo mighta harm him an' he can't shoot good; y'all be better off wit' a police officer."""
"Haha, I may have passed away, but you called me fat one day, which was really something back then.","Ah, I mighta kicked it, but you called me fluff one day, which was real somethin' back in the day."
"@MiszChampagne LMAO, what do you mean? I'm not saying that girl what do you mean.","""@MiszChampagne LMAO, whut you mean? I ain't sayin' nothin' 'bout dat girl, whut you mean."""
"Remember when I first played that song, you said you didn't like it?","""Remember when I first played dat song, you said you didn't like it?"""
"@MiszChampagne Man, I'm about to take a little nap. I'll call you later, and you better answer.","""@MiszChampagne Man, I'm 'bout to catch some z's. Gonna holla at ya later, and you better pick up."""
"Just got off the phone with my friend, goodnight. Class at 9:30 AM!","'Just got off da phone wit ma friend, goodnight. Class at 9:30 AM!'"
"Wanda is acting foolish in her bed, she must be attractive because she's tossing and turning so much that she even yells out!","Wanda be actin' foolish in her bed, she gotta be attractive 'cause she tossin' and turnin' so much she even holler out!"
"Me and @SpaldinOutBxtch can never be by each other in the waiting room; she's too jovial, LMAO!","Ah and @SpaldinOutBxtch, we neva can be in de waitin room together; she too jovial, LMAO!"
"I work hard to reach where I am, these people don't want to see you achieve these successes!","Ah work hard to reach where I be, these folks don't wanna see you achieve dis success!"
"I hear Wanda asking everyone if they are waking up in the morning, lol not I said the cat!","Ah hear Wanda askin' everybody if they be wakin' up in de mornin', lol not I said de cat!"
I can't wait until his large head gets off work! I miss him.,Ah can't wait 'til his big head get off work! Ah miss him.
"You can tell when people don't have much going on in their lives and they're unhappy; they say some of the most foolish things, SMH!","Ai can tell when peeps don't got much goin' on in deir lives an' dey's unhappy; dey say some of de most foolish things, SMH!"
"Cierra, goodbye. Please refrain from using my baby's name inappropriately. Okay?","Cierra, goodbye. Yo, don't be usin' my baby's name all willy-nilly. Aight?"
