standard_american_english,african_american_english
"@jonque28, same old stuff, brother. Trying to make money and stay true! We need to drink a little something soon though. New Year, let's get into new things!",@jonque28 Same ol shit Bruh Trying to get money &amp; stay true!!! We gotta drank a Lil something soon though. New Year lets get into new shit!!
"Man, I am cracking myself up and I swear I am not even trying, laughing by myself.",Mannn I be crackin myself tf up n I swear I don't even b trying lbvs
I hope you can understand me when I say to pay before you play with me.,"I hope you, can feel me, when I say pay before you play with me"
"Oh, what are you talking about? Just bring me something because I am starving.",Oh. Wtf your crazy ass talking about?! Just bring a bitch something cause I'm starving
"Oh, all of you are going on my list. You went to Hong Kong and didn't bring me a fry.",Oh all y'all going into shit list.. Y'all went to Hong Kong and didn't bring a bitch a fry
@RESPECTmyflaws @_noLOVE_jstLUST @Luh_Boosie you all better come get your cousin; that person hit me in the face with a snowball.,@RESPECTmyflaws @_noLOVE_jstLUST @Luh_Boosie y'all better come get your cousin that bitch hit me in my face with a snowball
Your ugly self didn't answer the phone last night. We're coming over there today. It will be about 6 or 7.,@_noLOVE_jstLUST your ugly ass didn't answer the phone last night.. We coming over there today.. It'll be about 6 or 7
"When you have a guy, there are only a couple of ways to keep him.",When you got a nigga it's only a couple of ways that you can keep him
"I am blessed to be here another day. In case you haven't heard it today, Kiaphia loves you.",Blessed to be here another day.. In case you haven't heard it today Kiaphia loves you..
I am still taking this person over there and throwing this thing as far as I can.,I'm still taking this bitch over there and throwing this hoe as far as I can
"Yes, he is, but Melo might kill him and he can't shoot for anything. You are better off with a CP3.",@GladimarSimeon yea he is but melo might kill him and he cnt shoot for shit you better off wit a cp3
"Lmao, dies, but you called it fat one day though, for real, so it's something back there.",Lmao dies but JE call it fat one day though real shit so it sunthing back there
"@MiszChampagne lmao, Shana, what do you mean? I don't be saying that, girl, what do you mean?",@MiszChampagne lmao shana wat yu mean i dont b sayin dat girl wat yu mean
"But when I first played that song, Swagg, you said you didn't like it!","Put when I first played that song swagg yu said yu didnt like it it , !"
"@MiszChampagne man, I'm about to take a little nap, I'm going to call you later and you better answer.",@MiszChampagne man I'm bouta take me a lil nap ima call yu lata nd yo ass betta answer
"Just got off the phone with my guy, goodnight, I have a 9:30 class in the morning!","Just got off the phone wit my guy, goodnight 9:30 class in the a.m. !"
"Wanda is going crazy in her bed, she must be hot because she is tossing and turning, and she just yelled out!","Wanda goin fool in her bed tf, she must b hawt cause she tossin nd turnin the bitch just yell out !"
"My friend and I can never be together in the waiting room, she is too funny, laughing my ass off!",Me &amp; @SpaldinOutBxtch can neva b by each otha in the wait room she too jokey lmao !
"I work hard to get where I am, these people don't want to see you get this money!","I grind to get where I'm at, theses bitches dont wanna see yu get these stackz !"
"I hear Wanda asking everybody if they are waking up in the morning, lol not I said the cat!","I hear Wanda askin everybody is they wakin up in the morning, lol not I said the cat !"
"I can't wait until his big head gets off work, I miss him!","I can't wait til his big ass head get off work, ! I miss him"
"You can tell when people don't have a life and are miserable; they say and do some of the dumbest things, shaking my head!",You can tell when people dont got no life &amp; miserable they do &amp; say some of the dumbest things smfh !
"Cierra, goodbye. You messed up; keep my baby's name out of your mouth, okay?",Cierra bye yu den fuck up keep my baby name out yo damn mouth okayy ! OK
"I swear by the time I get to Brooklyn, the ball is going to be dropping, laughing my ass off, like what the heck?",i swear by the time i get to bk the bal gonna be dropping lmao like wtf
"@tameeekkss, I swear you are half Chinese; you always give off that almost blind Asian realness, laughing my ass off.",@tameeekkss bitch i swear u half chineese u stay givin asian almost blind realness lmao
"These tweets are hilarious, but why am I in a car getting food? I feel like I'm missing everything.",Lmaoaoa these weets but y am i in a car to get food lmao smt im missin everything
"Laughing my ass off, God always sends me the most ridiculous guys to like me. Like, God, where are the compatible ones?",Lmao god always send me the stupidest sign men to like me lmao like god wheres the compatible ones
"No way, this guy smells so bad sitting next to me. My nose is like, what is happening right now?",Naaaa baiii this nigga stinkk b y he sittin next to me yo like my nose is like fck is happening right mow b
"@BonnieStash, so I'm talking to a Capricorn. I need the details on them, E Stash.",@BonnieStash so im talkn to a capricorn lmao i need the 411 on them e stash
"That guy kept me up all night, all night, all night doing the nasty, in a French Montana voice, laughing my ass off.",Shawty had me up all night all night alll night doin da nasty french montana voice lmaoooooo
"Laughing my ass off, Nuria and I are going to the Fresh store. I need to get some things.",Lmao me nd nuria gonna go to the being fresh store i gotta get some thangs
"I have always wanted to walk around in tall UGG boots, trunk briefs, and a crop top in my house, laughing my ass off.",I always wanted to walk around jn tall ugg booots trunk briefs and a crop top innmy house lmao
"One of my friends needs to get on a show like BGC or Washington Heights so I can make an appearance, laughing my ass off.",One of my friends needa get on a show like bgc or washington heights so ican make an appearance lmao
"My birthday is going to be lit; I want my hair to be 32 inches long and I want an over-the-top outfit, laughing my ass off.",My bday is gonna b lit i want my hair to be 32 inches nd i want an ovah outfitt lmao
I'm not feeling that Sasha Go Hard song; she can do so much better than that. I don't know what that was.,Im not feelin tht sasha go hard song she can do so much better than tht idk wat tht fck shit was
"I know Meek better get that tweet I sent; he better set it off, laughing my ass off.",Ik meeks better get tht tweet i sent ha fckn set it off hai havn ass lmao
"Lmao, why do all these urban models think they can be in the music industry?",Lmao why all these fckn. Urban models feel as if they can all be in the music industry
"@a_figueroa_ Lmao, we're going out because he's a gentleman. He's not concerned about getting in trouble, lmao.",@a_figueroa_ lmao weez goin out cause hes a gentlemen he not concerned abt gettin in cooter lmao
"I want to be on Love and Hip Hop for messing with a down-low rapper and being friends with all the vixens, lmao.",I wanna be on love nd hip hop for messin with a downlow rapper nd being all the vixens friends lmao
"Lmfao, he said you have the BBM in the mirror pose. Get out of here, lmao.",Lmfaoaoa he said u got. The bbm inn the mirror pose get outta here lmaoao
"Omg, I feel like I'm going to break out. Smh, that food was good but so bad, blah, and then I had soda.",Omg i feel like imma breakout smh that food was good but so bad blah nd then i had soda
"I still can't believe people throw studs on anything and cut and bleach things up and call themselves designers, but okay....",I still can't believe ppl throw studs on anything nd cut nd bleach up stuff nd call themselves designers but ok ....
"I know I'm missing so many calls and texts right now. Ugh, why is my phone doing this?!",smhh ik im missin so many callss and text right nowww ughhhh why is my phone doin this shittttttttttttttttttttt
"Wow, Adam Driver is so incredibly attractive! He is my only white guy crush.",yoo adam driver is so fckn sexyyyyy ong ughhh like my  only white guy crush
@ShakeThis_ Exactly! Where's the 7 Days 7 Nights street team so I can take a picture for MySpace?,@ShakeThis_ exactlyyy wheres 7 days 7nights streeteam so i can take a pic for myspace likeeeeee
"I remember some girl was introducing herself to me while I was trying to dance, and it was so funny!",dead asss i remember some girl was intorucin herself to me and i was tryna dance lmaooo
"Lmao, son, Erica, this person really is crazy. I need her around when I'm about to confront someone.",lmao son erica yo this bitch really is crazy i need ha aroud when im abt to mob on a bitch
"@BonnieStash, girl, I would go in, but there's so much to type. I know how you feel; I understand exactly what you're talking about.",@BonnieStash girl i would go in but its so much to type but ik how u feeel ik exactly wat u talkn abt smh
This guy JP's mother is acting like he is some superstar the way she is throwing all this nonsense at him.,this nigga jp mother b actin like he a some superstar the way she b throwin all this billshit at him
