aae_from_sae,standard_american_english
"I guess I'm hittin' up the titty bar again tonight as long as my strippers love me. Yeah, yeah, in my Future voice.","I guess I'm going to the titty bar again tonight as long as my strippers love me. Yes, yes, in my Future voice."
"Ayo, who dis? Hold up, money callin'. My boy @thejuelzsantana listenin' early, my motivation! Appreciate it.","Hello, hello, who is this? Hold on, money is calling. My boy @thejuelzsantana is listening early, my motivation! Thank you."
"I ain't wanna do it, but I had to. She scared to let it be known!","I didn't want to do it, but I had to. She is scared to let it be known!"
"@rinnaiy, by hook or by crook, wake me up at 7:30. My life in your hands.","@rinnaiy, by hook or by crook, wake me up at 7:30. My life is in your hands."
"Either you gettin' paid, or you playin' to pay. Either you on your grind, or you wastin' time every day. It's that simple.","Either you are getting paid, or you are playing to pay. Either you are on your grind, or you are wasting time every day. It's as simple as that."
"I been workin' hard for a minute, and them haters probably wonderin' when I'ma stop. Never! Most of it been good, but I seen some rough times.","I have been working hard for a long time, and haters probably wonder when I will stop. Never! Most of it has been good, but I have seen some bad times."
"You want it all, but it’s more than you can see. You don’t even know how precious life can be. You can go blind chasin' the light.","You want it all, but it's more than you can see. You don't know just how precious life can be. You can go blind chasing the light."
Money ain't everything; that’s a lie. It just control everybody who alive.,Money isn't everything; that's a lie. It only controls everyone who is alive.
"@ItsJus_Love @Love_MyTweetss -___- I only do clear. If it ain't clear, don’t touch me. AND NO GLITTER.","@ItsJus_Love @Love_MyTweetss -___- I only do clear. If it isn't clear, don't touch me. AND NO GLITTER."
"Girl, call me Jolly Rancher 'cause I stay so hard you can enjoy me for a long time. OH MY GOD!","Girl, call me Jolly Rancher because I stay so hard you can enjoy me for a long time. OH MY GOD!"
"I cut it back on and got a whole lotta text messages, especially them two from your little boo.","I cut it back on and have a lot of text messages, especially those two from your little boo."
"Hey y'all, good mornin'. God workin'. You might not see it, but you gon' feel it soon.","Hey guys, good morning. God is working. You might not see it, but you will feel it soon."
"I'm an old soul, for real. Lol, I'm sittin' here in the dark watchin' this cheesy BET Blackstar movie.","I'm an old soul. Lol, I'm sitting here in the dark watching this cheesy BET Blackstar movie."
"Shout out to Umes. Man, I love my school. We was really deep at Eden last night. I saw folks I ain't seen since I graduated.","Shout out to Umes. Man, I love my school. We were really deep at Eden last night. I saw people I haven't seen since I graduated."
"I'm off until Monday, ya feel me? This is strange. I ain't had this many days off in like four years.",I'm off until freaking Monday. This is strange. I haven't had this many days off in like four years.
"Folks be lyin' on Twitter tryin' to make theyself look good. I know you in real life, 'cause we all know Twitter ain't real.","People lie on Twitter to make themselves look good. I know you in real life, because we all know Twitter isn't real."
"Lol, bulbs for my headlights cost $99 each. This can't be real life.","Lol, bulbs for my headlights cost $99 each. This can't be real life."
"@Just_CallMeDebs I like pictures of butts. What you talkin' 'bout? Lol, men like that.","@Just_CallMeDebs I like pictures of butts. What are you talking about? Lol, men like that."
@_iJustThuggem_ That dude who just told you you was beautiful really ugly.,@_iJustThuggem_ That guy who just told you that you were beautiful is really ugly.
"I hate when I say somethin' funny and a woman gotta go and repeat it to somebody else a week later. I be like, ""B***h, shut up! Why you stealin' my lines?""","I hate when I say something funny and a woman has to go and repeat it to someone else a week later. I be like, ""B***h, shut up! Why are you stealing my lines?"""
"We all know Sophia always lyin', even with a straight face. She talkin' 'bout I'm lyin', but she was really just callin' folks at random.","We all know Sophia is always lying, even with a straight face. She claims I'm lying, but she was really just randomly calling people."
It's always funny watchin' these two go at it on Twitter. Where Dob at? He usually in the mix!,It's always funny to see arguments between these two on Twitter. Where's Dob? He's usually in them!
"I swear some of the stuff people say and do just to get some attention is straight up ridiculous. No thanks, I'm good.","I swear some of the things people say and will do to get a piece of attention are ridiculous. No thanks, I'll pass."
"I felt bad and tried to help somebody, but I ain't jumpin' out no window if he ain't jumpin' out for me. Point blank, forget that friendship.","I felt bad and tried to help someone, but I'm not jumping out of a window if he isn't jumping out for me. Point blank, forget a friendship."
"My brother @Dave_Newflow said things gon' come, and my friend Miah said the same, so they must be right.","My brother @Dave_Newflow said things will come, and my friend Miah said the same thing, so they must be right."
"I can feel somethin' ain't right here... I can sense it, but ain't nobody believe me.","I can feel that something is wrong here... I can sense it, but no one believes me."
"@DubShakes, hit me up in the DMs with your math. I’ll be there tonight, but I gotta text you first.","@DubShakes, direct message me your math. I'll be there tonight, but I need to send you a text."
"I told her to take some medicine, use a heating pad, and sip on some tea!","I told her to take some medicine, use a heating pad, and drink some tea!"
I’ll be glad when my cousin have that baby so she can get back to bein' herself!,I'll be glad when my cousin has that baby so she can return to her old self!
"Oh my goodness, my best friend goin' back to school tomorrow! I hope nothin' happen 'cause I ain't tryin' to go up there!","Oh my goodness, my best friend returns to school tomorrow! I hope nothing happens because I don't want to have to go up there!"
"Girl, nah, you better get me some hot wings. Ain't you goin' to Dave & Buster's?","Girl, no, you get me some hot wings. Aren't you going to Dave & Buster's?"
I love @lexii2x. She always got my back! She the first one to hit me up when somethin' ain't right! She the best sister!,I love @lexii2x. She's always there for me! She's always the first person to text me when something's wrong! She's the best sister!
"'Cause when you was at the vending machine, you had $3, and I just asked you to bring me that $3! I'm weak, laughin' hard.","Because when you were at the vending machine, you had $3, and I just asked you to bring me $3! Laughing hard."
"That big bib, and you 'bout to catch pneumonia!","That big bib, and you're going to catch pneumonia!"
