standard_american_english,african_american_english
"This girl kept me up all night, imitating the French Montana voice, and it was quite amusing.",Shawty had me up all night all night alll night doin da nasty french montana voice lmaoooooo
"Haha, me and Neria are going to the fresh market, I need to get some things.",Lmao me nd nuria gonna go to the being fresh store i gotta get some thangs
"I've always wanted to walk around in tall UGG boots, trunk briefs, and a crop top in my house, LMAO.",I always wanted to walk around jn tall ugg booots trunk briefs and a crop top innmy house lmao
"One of my friends needs to be on a show like BGC or Washington Heights so I can make an appearance, LOL.",One of my friends needa get on a show like bgc or washington heights so ican make an appearance lmao
"My birthday is going to be great; I want my hair to be 32 inches and I want an over-the-top outfit, LOL.",My bday is gonna b lit i want my hair to be 32 inches nd i want an ovah outfitt lmao
I'm not feeling Sasha's song; she can do so much better than that. I don't know what that was.,Im not feelin tht sasha go hard song she can do so much better than tht idk wat tht fck shit was
"I need to make sure that tweet I sent is set off. Haha, I haven't had any luck yet, lol.",Ik meeks better get tht tweet i sent ha fckn set it off hai havn ass lmao
"Haha, why are there so many of these urban models who believe they can all be in the music industry?",Lmao why all these fckn. Urban models feel as if they can all be in the music industry
"@a_figueroa_ LMAO, we're going out because he's a gentleman; he's not concerned about getting caught. LMAO",@a_figueroa_ lmao weez goin out cause hes a gentlemen he not concerned abt gettin in cooter lmao
"I want to be on love and hip hop for dating a low-profile rapper and being friends with all the women, lol.",I wanna be on love nd hip hop for messin with a downlow rapper nd being all the vixens friends lmao
"LOL, he said you're good. The BBM in the mirror pose, get out of here, LMAO.",Lmfaoaoa he said u got. The bbm inn the mirror pose get outta here lmaoao
"Oh my goodness, I feel like I'm going to break out, shaking my head. The food was good, but so bad, blah, and then I had soda.",Omg i feel like imma breakout smh that food was good but so bad blah nd then i had soda
"I still can't believe people put studs on anything, cut and bleach it, and then call themselves designers, but okay...",I still can't believe ppl throw studs on anything nd cut nd bleach up stuff nd call themselves designers but ok ....
"Oh my, I'm missing so many calls and texts right now. Ugh, why is my phone doing this?",smhh ik im missin so many callss and text right nowww ughhhh why is my phone doin this shittttttttttttttttttttt
"Oh, Adam Driver is so incredibly attractive. I can't help but admire him; he's my only white guy crush.",yoo adam driver is so fckn sexyyyyy ong ughhh like my  only white guy crush
"@ShakeThis_ Exactly, where is the 7-day, 7-night street team so I can take a picture for my MySpace page, please?",@ShakeThis_ exactlyyy wheres 7 days 7nights streeteam so i can take a pic for myspace likeeeeee
"Dead serious, I remember this girl was introducing herself to me and I was trying to dance, LMAO.",dead asss i remember some girl was intorucin herself to me and i was tryna dance lmaooo
"I'm laughing so hard, son. Erica, this woman is really crazy. I need to be around when I'm about to confront someone.",lmao son erica yo this bitch really is crazy i need ha aroud when im abt to mob on a bitch
"@BonnieStash girl, I would go in, but it's so much to type. However, I understand how you feel, and I completely agree with what you're talking about, SMH.",@BonnieStash girl i would go in but its so much to type but ik how u feeel ik exactly wat u talkn abt smh
"This guy, JP's mother, is acting like he's some superstar, the way she's throwing all this financial trouble at him.",this nigga jp mother b actin like he a some superstar the way she b throwin all this billshit at him
"Oh, I ate that food too quickly, like in five minutes. I'm still hungry, what's up with that?",sonn naa i ate tht foood too fast like 5 minutes lmaoaoa im still hungry wtf
I hope my friend @LadiieByrd416 is doing well. I know it must be quite difficult for her at the moment.,Hope my buddy @LadiieByrd416 is OK I know it must be pretty rough on her right now.
"I have been indulged my entire life, so when I don't get something my way, I do develop an attitude. It's not my fault; I blame my parents.","i been spoiled my whole life so when i don't get something my way. Yes, i catch attitude. It's not my fault, blame my parents."
"Remember, Nicki Minaj was right by my side, lol. That was everyone's favorite song in the summer.",Remember nicki minaj right by my side lol that was hoes favorite song in the summer
"@__CellyCell they had to mess it up. That was really funny, though. How are you, mother dear?

(Note: The term ""mother dear"" is a respectful way to address one's mother in Standard American English.)",@__CellyCell they had to fuck it up . That shit was funny AF tho what up mamma do .
"I really don't even think about those lower-class individuals, you know.","Man I don't even be thinking about them , I don't think about under class man BUMS ."
I'm bored at home and trying to find somewhere to get out of this house!,I'm bored at the crib and tryna go SOMEWHERE TO GET OUT THIS HOUSE !
"Laughing out loud, we don't care about you and your girl, Tranae. Darn, mess up!","Lol we don't care about you and yo boo Tranae dang , FUCK UP ! Damn"
"@32smiles @Krista1Love @Twiitface87 @KDollFabulosity In all three kinds of looks - in the face, eyes, and lips - the most resemblance is noticeable.",@32smiles @Krista1Love @Twiitface87 @KDollFabulosity in all 3 kind of looks a like in the face eyes and lips the most
"@Krista1Love LOL, I don't think you have to worry about that now. Wait until you get older. White girls always have firm and perky breasts.",@Krista1Love Lol I don't think you have to worry about that now wait to you get older And white girls get the best tits always firm &amp; perky
"My goodness, these guys aren't serious about the issue; they're just boasting about things they've done and trying to impress another woman. My goodness, these guys aren't serious about the issue.",Mann these niggaz ain't shyt tlkn bout uon got braggin bout shyt uon get tryna cuff another nigga bytch mann these niggaz ain't shyt
"People are performing with other people's beats on Soundclick, and they're not paying for them; it's ridiculous that they don't even license them.",Niggaz be doin shows wit other niggaz beatz on soundclick and dnt be payin for em hell they dnt even lease em smh
"Disappointing flow for the night, I have a lot of thoughts and emotions swirling in my head... HOMETEAM ENT.","d-_-b flow for the night, got a lot rumbling and pounding in my head......HOMETEAM ENT."
"I smoke and I drink; I'm supposed to stop, but I can't. LOL.","* i smoke , i drank im supposed to stop but i can't . Lol"
"Jerry, with his untidy hair, kept disconnecting our Skype calls. It was quite frustrating.",* Jerry nappy headed ass kept fucking hanging up on me on Skype ^.^ . stinky booty ass fufu .
"Sheila is getting her tattoo without me :(!!! And then she's coming over ^.^, I'm going to be really upset!","* Shelia getting her tat w.o me : / !!! and then she coming over ^.^  , finna murder her! !"
The father of my child will be my husband; I have no intention of cohabitating with anyone else.,* the father of my child will be my husband .. no shacking up for me .
"Nichon is a promiscuous person, with four girlfriends in two weeks -_-.","* Nichon is a hoe bag , lbs . 4 girlfriends in 2 weeks -_____- ."
"* Laughing out loud, he is confused and upset, but I don't care, it's what I want.","* lol , he confused and mad .. but idgaf , it's wtf i want."
"Marcellus bought Skittles for me and is going to make me share them with him, lol.","* Marcellus bought skittles for ME and gone make me share w. him ^_^ , tf"
"When a guy I'm friends with passes gas near me, I just walk away.","* when a dude i fw passes gas near me ^_^ , i just walk away ."
"As long as I'm not single on Valentine's Day, I'm good because I want a large teddy bear.",* long as im not single on Valentines Day im gucci cause i want a big ass teddy bear .
"If I told you that a flower bloomed in a dark room, would you believe it?",* if i told you a flower bloomed in a dark room would you trust it
"I had to confront my brother last night. I thought he was tough, SMH. When will he learn?",* i had to fuck my brother up lastnight . thought he was tough smh .. when will he learn .
"I hate it when people constantly call me, what's the point if I don't answer the first time? Why keep calling?","* i hate when ppl constantly call me .. tf , if i aint answer the first time why keep calling ?!"
I can't help but call Damarius 'Delirious.' I've been calling him that for a long time.,"* i can't help but call Damarius , Delirious .. lhh been calling him that for hellas"
"#FavoriteChildhoodMovies: The Little Mermaid, Cinderella, Mulan, Sleeping Beauty, and Anastasia.","* #FavoriteChildHoodMovies .. The Little Mermaid , Cinderella , Mulan , Sleeping Beauty &amp; Anastasia ."
"Darn, it's been three months since I've seen him. I can't wait until he lands.","* dang , it's been 3 months since i seen him .. can't wait till he touch down ."
"@Reeziie, if you see me in the hallway, then we can take a picture.",@__Reeziie well if you see me in the hallway then we can take a picture.
