standard_american_english,sae_labels
"I need love and a friend who is willing to accept me as I am, not someone who is just looking for benefits.",Negative
"I want a girlfriend, but all I can afford is buddies and friends! Like, really, what the heck!",Negative
"I'm not really a talker, but some people seem to have me talking a lot.",Neutral
"@LilMexicoTy, son, get ready for next week because you know you all are going to take that loss.",Negative
"Well, since the seats are filled, I'm going to go with my first option and probably go with my uncle.",Neutral
"Ugh, I hate packing; that's when you realize how much stuff you really have. Good morning, everyone.",Negative
"Woohoo! My cousin's water broke, and Lilianna is on her way. Road trip to Philadelphia this weekend!",Positive
I swear my mom tries to hold me hostage or get me to come over to the house. And she always does it with food.,Negative
"Question for my makeup enthusiasts: what is a good BB cream, and is it better than a tinted moisturizer?",Neutral
"Mornings like this, having a boyfriend would be nice... cleaning my car could easily lead to breakfast and morning intimacy.",Positive
It seems like every Leo girl in my timeline would like to be cuddling right now... myself included.,Positive
I'm going to continue to be myself; nobody has to like me because I don't have to care.,Positive
"I'm definitely thinking of getting a new car, but whenever that happens, I know it has to be all black!",Positive
I haven't washed my car yet; it's been like a month. I think I'm going to wash it today.,Neutral
"I purposely decided not to have a phone. I don't associate with people like that anymore. There's no one to talk to, lol.",Negative
"True. As soon as I got this phone, I actually had something to do. Laughing out loud.",Positive
"On Saturday, it's going to be 70 degrees in Atlanta! I can't wait to go back.",Positive
"Oh my goodness, I'm so scared. You act like you've never blocked me before. Trust me, I can get through it.",Negative
Laughing so hard. Chill out. How is anyone going to know? It's not like I said his name. Laughing by myself.,Positive
This person is getting on my nerves! He needs to stop acting like a woman!,Negative
I might not be able to spend time with my sister for her birthday this weekend.,Negative
My sister told me to stop talking negatively on Twitter... I'm just stating facts.,Neutral
"I don't want to leave, but staying here is going to make me say something I will regret. Shaking my head.",Negative
@187Blaze You should see how my bank account is set up. I have a checking account and a savings account. All the money is in my savings...,Neutral
"@urnawtynurse I know, bestie. I don't feel the same, but @vetajo is here with me and we are enjoying these lemon drops.",Positive
I'm not in church. I'm bored. He was supposed to be my church buddy today.,Negative
Why would #oomf tell me they were coming over and then not show up? I could have been doing something else. What the heck!,Negative
"@_GardenOfWeeden wait, I'm going to find out when I go to the store for some ginger ale..... Condom mission !! ^__^",Neutral
That's why I'm so bored. Where has Raven been all day?,Neutral
"@HDDProduction Lmao I'm sorry.. You are stronger than I am. Because I would cry. Can't stop laughing, laughing very hard.",Positive
Good morning!! I am back under my covers after taking care of my morning hygiene routine!!!:-) ,Positive
How can you get mad when my tone of voice isn't to your liking? It's really frustrating!!! Ughhh.,Negative
"I'm about to let Yona hack my page, but I don't know my password if she logs out!",Negative
I already know I'm going to get my 5th and 3rd period changed! I'm not taking that.,Negative
"And oh yeah, what are those unfinished braids called?",Neutral
"Someone, be like, I can dress and twerk my little butt off! Ha, girl, you old ratchet, non-twerking person, have a seat.",Negative
I'm so happy I'm not taking Mr. Blackwood's class anymore. You have to even sneak and try to pull out a fine in there! I couldn't deal.,Positive
Who is this on my timeline with a damn egg as their avatar? Their tweets must not have cracked yet.,Negative
"@My_D_3OOk, lol, remember when you saw my baby picture? I gave those girls that stank look when I was young!",Positive
"Trojan BareSkin condoms, can't wait to use them. That commercial makes me laugh.",Positive
"This girl has been through too many guys, and even has a song made about her. Have a seat.",Negative
These girls talk too much. Good thing I am not a fool; these girls cough too much! (Gotti voice),Negative
"I had to change it from freshmen because not all freshmen are on Instagram. It's some, though. Ha ha ha!",Neutral
"Man, I must say I had fun at the bowling alley with my friends/brothers! :)",Positive
"Ha, I'm still stuck on that situation from last night. That guy tried to run over Kelsey, and he just stood there and didn't even attempt to move.",Negative
I want that person to try to say something to me; I'm going to put that person on blast. So disgusting!,Negative
"Ha ha, I bet these people hate to see me pop up on their timeline. Oh well! :)",Positive
"Just because they say they are going to ride for you doesn't mean they love you, man! #Boosie",Negative
"Yeah, I know and believe it or not, as of today, I still have your back even though we are on and off. But I will ride for you.",Positive
"LOL, I can't stop laughing. My mom is in her own little world telling me I need to leave, and the same night I get a text saying goodnight, I miss you since you left me.",Neutral
"Girl, they must be on something or what? Blah, poof, be gone.",Negative
"Ha ha ha ha, man, you know that's my jam! You old lurker.",Positive
"Ha ha ha ha ha, oh wow, I quit! I am not trying to get in trouble. Darien just popped up out of nowhere.",Negative
"Say my name, boy, let me know I'm in control. We are both grown, so how we feel can be shown.",Positive
"Wait, I just realized that boy's private part was in his avatar. Whew, disgusting.",Negative
"But if anyone should be called 'lit musty,' it's Jamal because he is musty as hell. And when I tell him, he acts like he just came from the bathroom.",Negative
"@meshaloveable, uh-huh, I did text you back. I'm going to resend it then!",Neutral
"@meshaloveable, when I had that fine device, it used to do that. When I had it, you have to take the battery out and put it back in.",Neutral
"I leave it be. Haha, but I'm waiting on Darien to get out of the shower!",Neutral
"Haha, quit! We can't let Twitter know what we talk about. What goes on in second period stays in second period!",Neutral
"Haha, those people are waiting on that income tax; they know that's the only way they're going to get new shoes and school clothes. Haha, shaking my head.",Negative
I wonder if my partner received the texts from me. I blew up her phone like she did mine!,Neutral
"Hey mom, Fina is going to come out of pocket if I don't get my stuff back. Watch out!",Negative
"I just got off the phone with Darien, and now I'm texting him!",Positive
