aae_text,sae_text
Im bout to be omw home in a couple hours hope she still wanna see me,I'm about to be on my way home in a couple of hours; I hope she still wants to see me.
Man fuck it damn i sware to god i feel like givn up it aint like i get respect or nuthn i tried but its never enough,"Man, forget it. Damn, I swear to God I feel like giving up. It’s not like I get respect or anything. I tried, but it’s never enough."
Im not goin wit my sister dis weekend i dnt feel like doin nuthn i dnt think im leavn da house for a minute,I'm not going with my sister this weekend. I don't feel like doing anything. I don't think I'm leaving the house for a while.
"""My fingers dey itchin dey itchin fo dat paper nigga dey wouldnt be itchin if u washed ya damn hands for once""","My fingers are itching, they're itching for that money. They wouldn't be itching if you washed your damn hands for once."
If u in a relationship make sure u dnt fuck it up expecially if u got wifey material cus and good woman is hard to find,"If you are in a relationship, make sure you don't mess it up, especially if you have someone who is wife material, because a good woman is hard to find."
If i woman in a relationship and u kno fall back and respect wtf dey got dnt be no home wrecker,"If a woman is in a relationship and you know, fall back and respect what they have. Don’t be a homewrecker."
Wen u find da rite person for u but ur not dat rite person for them,"When you find the right person for you, but you’re not that right person for them."
I feel lke im losing my girl and i need to kno how to get her back bae jus tell me wat it is and ill id it i love u more than life @_Chaance,"I feel like I’m losing my girlfriend and I need to know how to get her back. Babe, just tell me what it is and I’ll do it. I love you more than life, @_Chaance."
I got a picture of us dat i wanted to make my avi but idk if she want me to #aye,"I have a picture of us that I wanted to make my profile picture, but I don’t know if she wants me to. #aye"
my ma just be asking questions .. like damn can i ask you some questions ..,"My mom is always asking questions... Like, wow, can I ask you some questions?"
but my ma keep saying imma call .. imma make a appointment and will see .. blah blah blah .. just let me know when braa ..,"But my mom keeps saying, ""I'm going to call, I'm going to make an appointment, and we'll see, blah blah blah."" Just let me know when, bro."
"""shout out to @WeLoveVM, just found out that this is family hope to sees you soon cuz""","Shout out to @WeLoveVM. I just found out that we're family. Hope to see you soon, cousin."
I hate wen PLp try to kick u to the left then the next min they wanna be ur friend again,"I hate when people try to push you aside, then the next minute they want to be your friend again."
Well this is my final time of saying goodnight so goodnight twitter Finna try to get some sleep if I cnt ill bbl,"Well, this is my final time saying goodnight, so goodnight, Twitter. I’m going to try to get some sleep. If I can’t, I’ll be back later."
My last tweet lol I ain't even have to put all them details like that!,"My last tweet, haha—I really didn’t even need to include all those details like that!"
My step daddy tryna take me shopping but I'm not going lol nigga I'm not no baby nomore just give me the money nigga,"My stepdad is trying to take me shopping, but I'm not going. I'm not a child anymore—just give me the money."
My mama let me drop boogie off in we blasting jazzy-R.i.p :) but this snow <<<<<,My mom let me drop Boogie off and we were blasting jazz—rest in peace :) but this snow is the worst.
It really makes me mad wen she goes to sleep on me without saying goodnight or sum,It really makes me mad when she goes to sleep on me without saying goodnight or something.
If Ya change the way u look at things than maybe the things will change,"If you change the way you look at things, then maybe the things will change."
Girl who played you see dats that shit yo friends prolly put In that ear of yours,"Girl, the one who played you? See, that’s the kind of thing your friends probably put in your ear."
But she said she need me in 9x outta 10x I need her too so I'm not going no where,"But she said she needs me, and nine times out of ten I need her too, so I'm not going anywhere."
I can't even go bk to sleep PLp wanna walk to my house in bother me in shit lol smh,"I can't even go back to sleep. People want to walk to my house and bother me and stuff. Lol, shaking my head."
I be #oochieboy smooky duhhhgh datz me mf go my broz @NinoGone @_TeddyBaby @oochie_boy @SDman_GBEbaby,"I am #oochieboy Smooky, of course, that's me. Shout out to my brothers @NinoGone @_TeddyBaby @oochie_boy @SDman_GBEbaby."
@__reeeeeedd nobody gettin beat on over here boo u wasbt there dont kno what happen so stfu aint got shit to do with u and he aint get jump,"@__reeeeeedd Nobody is getting beaten up over here, boo. You weren’t there, so you don’t know what happened, so be quiet. This has nothing to do with you, and he didn’t get jumped."
"""@TnastyfrmSQ you think , you crossed the line homie u dgaf bout me im coo on you soo coo u showed me the real u""","""@TnastyfrmSQ you think you crossed the line, man. You don’t care about me. I’m done with you, so done. You showed me your true self."""
"""I Really Don't Understand Why These Niggahs Chasing These Bitches, When You Should Be Chasing This Money. #Real Live""","I really don't understand why these guys are chasing these women, when you should be chasing money. #RealTalk"
@fhunscripted Dr Haynes I live in Georgia and I would like to know what time are you on Ricky Smiley show and how can I hear u more. Thanks,"@fhunscripted Dr. Haynes, I live in Georgia and I would like to know what time you are on the Ricky Smiley show and how I can hear you more. Thank you."
Watching The Dark Knight Rises.... Bain is my favorite villain in this batman series the Joker was the best though,"Watching The Dark Knight Rises... Bane is my favorite villain in this Batman series, but the Joker was the best, though."
@Theywant_Louie he was a g but the joker just was on a whole different crazy level,"@Theywant_Louie He was a gangster, but the Joker was just on a whole different, crazy level."
"""Think you can spit, or sing? Tonight is the night to do it. First open mic is tonight in the SC Big Muddy Room at 7 pm""",Do you think you can rap or sing? Tonight is the night to show your talent. The first open mic is tonight in the SC Big Muddy Room at 7 pm.
"""We was going off on Chocolate , last night ! That shit was tooooo funny !""",We were going off on Chocolate last night! That was so funny!
"""I hate when people walk up to yo car asking for change ! I be scared , locking the door , & shit !""","""I hate when people walk up to your car asking for change! I get scared, locking the door and everything!"""
"""Alexis told me I tweet crazy stuff , that be having her cracking up . lOl , I ain't know .""","Alexis told me I tweet crazy things that have her cracking up. LOL, I didn’t know."
"""James said , he would rather beat his dick for the rest of his life , than go gay . Lmao !""",James said he would rather masturbate for the rest of his life than be gay. Haha!
Let me do Ms. Crenshaw homework . She be DTM w/ these vignette logs !!,Let me do Ms. Crenshaw’s homework. She is doing too much with these vignette logs!
"""Me , & Shay was singjng though . She know how to sing , I don't .""","Shay and I were singing, though. She knows how to sing; I don't."
"""She in love w/ that pole . She so love in w/ that pole . She love waking up , love waking up . Waking up w/ that dough .""","She’s in love with that pole. She’s so in love with that pole. She loves waking up, loves waking up. Waking up with that money."
"""Mr. Woods is the best social studies teacher . Like RS , he teach us EVERYTHING !""","Mr. Woods is the best social studies teacher. Seriously, he teaches us everything!"
"""I was walking out & this girl didn't wanna wait by herself , so she asked me . And I waited w/ her . I'm so nice ! :)""","I was leaving, and this girl didn’t want to wait by herself, so she asked me. And I waited with her. I’m so nice! :)"
#DontBotherMeWhen I'm Mad .. If I'm mad let me calm down before you mess w/ me..,"#DontBotherMeWhen I'm angry. If I'm upset, let me calm down before you bother me."
@XOXO_IamLala ' lmao ikr. we used to be some dumb asses at Garvey! fool shit everyday.,"@XOXO_IamLala ' Haha, I know, right? We used to be so foolish at Garvey! We did silly stuff every day."
"""@XOXO_IamLala exactly , all the hype kids gone. that school ain't gone never be the same...""","""@XOXO_IamLala Exactly, all the popular kids are gone. That school will never be the same..."""
""", novacane used to be my shit ! i listened to that song every night .!""","""Novacane used to be my favorite song! I listened to that song every night."""
