aae_text,sentiment
"""@_b3utyful Imu I Didnt See Youu In Hella Long ! , Were Youu Been ?""",neutral
@CashFlowTay hey can you tell nitti to contact me please ..I really need address to get this over with your the closest I can get to him,neutral
Don't exspect life to just hand you a good girl when your finally ready to settle down & stop being childish,negative
"""stuck with a new piece of furniture and no help to delivery it? call Action Movers Delivery team to pickup, unwrap, and setup 1-877-694-7778""",neutral
Our minds are way beyond our control untamed and pure god knew what he was doing,positive
Smh this is ridiculous he got it so loud in here it's tingling my nose we need a smell proof jar,negative
Ahhhh lawd give me the stregnth to get threw this day with peace and positivity,positive
@PorceLaiinDoLL @iamweeza sheta bitch u have a problem it's snowing outside and u shopping after shopping hours,negative
We not prepared and i misplace one of da hoes smh tonight is not my night,negative
I ride this shit out wit u to piss these haters off when they secretly praying for our downfall,negative
This nigga is 52 years old he look like her 35 or something but still trying to talk to 18-25,negative
"""Was at a store standing behind a chick in some PJ pants, smelling like Docks Fish (chicagoers know what I'm talking bout) DAMN!""",negative
Why would you want to go home hunting in the swamp in the freezing cold at night?,negative
"""You met my family, seen me mad, hair a mess and you're still sticking around. So glad you came around :)""",positive
"""@XIIXIIIXCV: There's Ah Meeting In My Bedroom , Please Ont Make Me Wait ( ;""",positive
But Dis My Bruda We Talmbout....... If its got some to do wit him den its got some to do wit me,neutral
My Father Always Doing Some Dumb Shit Like Why He Anit Leave My Money Here ! ? TF #aggravated,negative
That damn everest commerical get on my damn nerves.....really PR person needs to be REPLACED SERIOUSLY,negative
@_OctaviaSimone that was suppose to be a tweet lol I don't how the hell I dm that to you my bad lol,neutral
I'm not even tired a little bit but come to think of it I never really sleep all night !!!,neutral
have to make a decision as to where i would either be petty of be stupid smh !!!!,negative
"""It's like that sometimes, but it's just the way it is lol make a sermon out of a DMC song !!!""",neutral
My outlook is different so much has been chopped outta my life by choice and by chance but GOD ............,neutral
@envymeenvy lol she aint even ask to come homeee nd if she wouldve got in  trouble it would've been on my mama,neutral
Make older sister hacking his phone. Since. He can't have it back. Smh y'all young kids grown up too fast.,negative
"""@Just_A_4_Pusha: Everybody know the most dangerous thing in this world is a black nigga that dgaf--truu! !""",negative
My uncle said i cantel smoke his weed nigga i dont smoke regs nomo anyway its 2013,neutral
Lmaooo really though!? This is what I be talkin bout! It's all her!!! @AsInHoliday: Smh @MissClassE  is so drunk... This lite weight,negative
Thank u very much Toni!!! @TweetlessToni: @MissClassE @AsInHoliday yall are too funny...billie u know you can't drink no alcohol,positive
I remember I had someone to talk to to make me feel better at times like these....but yu know how that goes,negative
That goes to show that if you're not a Mass Media major or communications CAU really isn't for you but that's my opinion. Kudos though,negative
How can someone cut u out of there life like u never meant anything to dem mistakes are made but if ur willing to change that should count,negative
"""!!! @DimplesLikeNate: It take $$$ to go to war , but we can go to War nigga ! - Gucci""",negative
"""on yo pussy doe lmaoo !@DimplesLikeNate: Smh , but when I come over she be on my pussy -_- GETTT""",negative
"""- mad yesterday && wouldnt talk for the rest of the niqhy ? , then all of a sudden texted me in the morninq ? ! .. thats love thouqh :)""",positive
I'm the WORSE texter ever !!!! I don't know how to have good conversations over text but I'll run a whole in hour head on the phone !,negative
i was just fucking with you when i said you was bullshitting but no you wanna take that shit all serious for what reason idk,negative
Bad things dont happen in your life for no reason they happen because god is teaching you a life lesson,positive
@SnookieeeeXD but they wasn't even at the game to see what happened so why they suspend you?,negative
@MabeISimmons: Wish my daughter would be twerking . . i'll twerk a damn belt right to that ass!,negative
@7UPNOSODA mess around in gave on of my coworkers ny number.. Smh he ask me everyday whts i never answer or reply. Lol,neutral
I go to the doctor for every freaking thing!!! I Dont even play bout my health??,negative
She just crying.... smh and an finna do nun about it she should have. Been went to sleep,negative
"""@aoqx durka durka in my kush with a turban blowin o's, nNiggas swear they know me but they never know the hoes!""",negative
Puhh who tf told you ' you in first place ? Bitch you so ugly you Not even QUALIFIED for the race ! #Chelseaa:),negative
' he's currently mad at me ' ughhh get over it ' cryBABY !. Gn twitter #hisGF ' chelseaa,negative
@LoveGamesOxygen who made amy dress for the finale the red one at the end please tell me,neutral
"""Da Seahawks should've stayed in Washington with this shit, no executoon at all smh... #pats""",negative
"""you have to test yourself everyday gentlemen when you stop testing yourself that's when you get slow, then they kill ya... - Billy The Kid""",neutral
@810Workoholic would you rather have me blame you OR me nd Keonte beat yo ass.??,negative
Im really sleepy. But today should be a good day. I really dont feel like fucking with 1st hour though,negative
Ain't been on for a minute but b inn bacc n affect...get at numbeme for tats,neutral
If I have a girl her initials will be L.C.M.F. If I have a boy his initials will be F.D.B.F Jr. I want them to be L.D.I.F.,neutral
I'm on an emotional roller coaster lovin you ain't nothing healthy lovin you was never good for me #vivangreen,negative
Why bk called me to come in early idk I'm still sleepy as hell would rather stay in bed all day,negative
Jalapenos and doritoes wild cherry juices hot chocolate did me some good. Now i'm Finna heat up my tomato soup,positive
I hate sneaky lien ass hoes. if you fucking with another girl nigga bt you playing the side lines liein about it kill yoself now no respect,negative
Layin wit derrick. Ugg I could slap his ass right na. Bt like I said before hoes like playin.the sidelines and ima let em. Dnt even claim em,negative
I wanna have some jordans same as my BOYFRIEND :) & Take a dope picture......WHERES MY MFINN BOYFRIEND AT ? #Single Ooooh the FUCKERY >.<,neutral
Getting a good morning text can make me smile knowing that someone's thinking about me :),positive
@HisEverything__ ;  in chicago ? Thats why i wanna move out of this city -____,negative
If my brother bro kick me in my but again my shit gone come through his mouth FRFR !,negative
"""Lol john makinn fun of my coughs sayinn i sound like a man -____- , shut up""",negative
"""I really wake up thinking about him, about how much i wanna be with him. He always tease me :(""",negative
"""I feel like he dont even want to talk to me,  I feel the only thing he staying for is because he love me :/""",negative
"""@TheyyLoveeAvii_ , I miss you too hunny bun :) , did you get your phone back ?""",positive
I fucking HATE my og. WTF are you ALWAYS bitching about. I promise you i hate her like it aint cause im mad right now I HATE HER !,negative
"""I minus well for get about us being in a relationship, i guess we gone just stay the same :/""",negative
#MaleLies THEY NOT GOING TO SLEEP 5 mins later they laying on you sleep #JEROME,negative
Damn boo you lookin so good wit ur fresh edge up....i just wanna fck ur face off lol ;) oops! Haha,positive
Lord i pray tht u will keep me safe on these roads while I'm omw to work...amen,positive
Need my hair washed...jerome said he would do it but he said dat some days ago,negative
Back in the days when I was young um not a kid anymore but some days I sit and wish I was a kid again,neutral
@SHAyR0CkStAr cause u said u was gone get it u had got my hopes up lol,neutral
I feel bad but I get tired of ppl complaining bout the same shit even when I give them advise and they don't wanna listen,negative
I forgive ppl easily but if you do some fucked up shit ill forgive ya but I want have nothing to do with ya,negative
I can't wait til March 25 of this year um running to get my tubes tied,neutral
You got to go to the office to sign a piece of paper for some toilet tissue ?,neutral
Dis is an a nd b conversation so c yo way out before d jump ova e nd f you up lyka g nd call u a h.o.e but ijk,negative
I saw someone say no schole but i think they need to tke they spelln test,negative
My best friend kno i dnt mess wit fb only twitter nd she gon delete her twitter -_-,negative
im dat nikka wit nothn but still u envy cuz of my potential/fact remains im gettn $ but it killum im so confidential/~mrKHADdaGIFT,neutral
Lhh Im Hella Drove I Was Bout To Get Hella Mad Cause I Thought Liyahh Didnt Text Me Back :)),positive
These Lil Hoes be to thirsty ova Niggas that be fuckin around on they ass >>>>>> Swerve,negative
I'm high koolin watching this #ufc mighty mouse going in on otha foolyon . Knock em on his ass like 3 times in tha 1st round,positive
@TeamLilFreak. Right cause u know I can slapp u wit my dick 4rm 79th on soft,negative
I was scared 2 eat #oomf last night even doe tha kat smellt like water & better days,negative
That awkward moment when somebody is doing dishes and you slowly put another dish in the sink.,neutral
If yew say yew crip an yew come by me off the muscle ima check ta see if yew on yo knowledge,neutral
"""Tell My Bitches Good Afternoon ! Eat Dat Pussy Like Platter , Make her Head Lean Back I Splashed Her!""",negative
Getting Into School nd Gettin A J O Fuckin B Is Da Only Thing I'm Worried Bout !,neutral
"""Ion Want Much Bby Egg Whites , Mske Sure Yu Keep Dem Thighs Nd Dem Legs Rite !""",neutral
Woke up to some bs ... But still determined to have a Good day !,neutral
BAE = That's My Love . Main = You Ain't The Only One But You My #1 . Boo = We Ain't Together But You Mine. KNOW Where You Stand !,neutral
"""When it gets there, I'll know its real cause you just said she don't know where you stay cause hoes don't come to the house!""",negative
@Xcuse_MyPretty oh you have my permission to go over there and nahh! I got homework out the booty this weekend,neutral
Ok! Back home! Been gone since bout nine something last night! That's how a real thug do it! @xx_Trillest & @Zebra_Queen_,positive
Omg! He just talking in my ear and I'm not even listening! I can't be no good girlfriend to him! Just cant! Lol,positive
Buts its ok! I did did some that's gone benefit me in the long run!,positive
@ItsAboutAmbie yes I am! And then we had a blackout in my neighborhood and ian do no homework so I stayed home,neutral
Just realized he hit me with that bae crap last night! Didn't fall for it!! good job jade! (:,positive
@KeArahStarr I miss yu too I juss was thinkin like I ain't talk to yu ina min. I'm finna hyl,positive
If u need a nigga to make you feel secure then baby you don't gotta look no more.,neutral
a fat ass don't make you pretty.. its just a fat ass. Now calm yo ugly ass down.,negative
@aikaT_sM happy new yr to u to I ain't up to nothin shown Twitter sum luv lol,positive
Put your pride aside and give me everything I want...Then I'll put all my wants aside and be content with what I have,neutral
