aae_text,sae_text,sentiment,sentiment_score,raw_response
Can't wait to this hit the fan and im coolin wit all the great's ...,I can't wait for this to hit the fan and I'm relaxing with all the greats...,positive,1,positive
"""@Royceda59: And I know that Hilary was supposed to be the Shopper on the show but Carlton had more gear than everybody lol I peeped that""","""@Royceda59: And I know that Hilary was supposed to be the shopper on the show, but Carlton had more outfits than everyone else, lol. I noticed that.""",neutral,0,neutral
Ravens!!!!!!!!! Still have one more team still in there. Congrats to the FALCONS for making it this far!!!!!!!!!,Ravens! I still have one more team left in the playoffs. Congratulations to the Falcons for making it this far!,positive,1,positive
"""Its just a few niggas that will go through the storm with you , and make it back out as close ass we was when you went in""",There are only a few people who will go through tough times with you and come out just as close as you were when you went in.,neutral,0,neutral
"""Niggas stay tryan play girls , like my nigga tf you doing thats bs . You a hoe my nigga fuck you""","Guys are always trying to play girls. Like, dude, what are you doing? That’s nonsense. You’re a player, man—forget you.",negative,-1,negative
"""i cut #oomf off like datttt! shawty was too sometimy, dont have time for that""","I cut one of my followers off just like that! She was too inconsistent, and I don't have time for that.",negative,-1,negative
"""Been reading and came across this Failure is temporary, Victory is Permanent because God cannot fail - Bo Sanchez""","I was reading and came across this: Failure is temporary, victory is permanent because God cannot fail. – Bo Sanchez",positive,1,positive
"""when people tell me that they look up to me I cant help but smile but I remain humble, being a role model is something special...""","When people tell me that they look up to me, I can’t help but smile, but I remain humble. Being a role model is something special…",positive,1,positive
@Amour_skinnyx: befoe u miss my punkin let the fish suckin on yo neck noe u dont miss ha lips<<<< @ItsA_Gee_Thang niggaz on dat #FuckShit,"@Amour_skinnyx: Before you say you miss my pumpkin, let the girl kissing your neck know you don’t miss her lips. @ItsA_Gee_Thang guys are on that nonsense.",negative,-1,negative
I need a boo thang Smh. It was pointless to take these days off to sit in the house bored,"I need a significant other, shaking my head. It was pointless to take these days off just to sit at home bored.",negative,-1,negative
Like a bullet your love hit me to the core I'm was flyin until u knock me  to floor it so foolish how u keep me wanting more,"Like a bullet, your love hit me to the core. I was flying until you knocked me to the floor. It’s so foolish how you keep me wanting more.",positive,1,positive
Are you good tho ? Mind ya fucking business and go hop on another dick,"Are you okay, though? Mind your own business and go bother someone else.",negative,-1,negative
I told myself I was never gone have kids until the right one stepped into my life @iAM_Yonn,I told myself I was never going to have kids until the right one came into my life @iAM_Yonn,neutral,0,neutral
But i guess for you it's fuck he  gone do what he wanna do he don't like being told what too do,"But I guess for you it's, ""Forget him, he's going to do what he wants to do. He doesn't like being told what to do.""",negative,-1,negative
@Lilbreezy_2k we miss you to we still in the same spot your ALWAYS WELCOME to come by,"@Lilbreezy_2k we miss you too, we're still in the same place. You're always welcome to come by.",positive,1,positive
'asking dha lord to give me dha strength to do dha things i need to do !,Asking the Lord to give me the strength to do the things I need to do!,positive,1,positive
"""'whether its fbk twitter or ig, keke slow ass always give me a laugh..rotflmmfao...guhh..smh lol""","""Whether it's Facebook, Twitter, or Instagram, Keke's slow self always makes me laugh. Rolling on the floor laughing my [expletive] off... girl... shaking my head, lol.""",positive,1,positive
When New Years get here ima try to be a better person for myself #2012HasTaughtMe #2013AlreadyDope,"When New Year's gets here, I'm going to try to be a better person for myself. #2012HasTaughtMe #2013AlreadyDope",positive,1,positive
I told my self I was vamping tonight .. But I think I lied !,"I told myself I was staying up late tonight, but I think I lied!",neutral,0,neutral
"""Time to wake them up .. They fell asleep in my mom room , smh !!""","Time to wake them up... They fell asleep in my mom’s room, shaking my head!",neutral,0,neutral
You look retarded ladies if u in the club lookin busted but walkin around at the club tryin to show off your YSL purse girl sit down lol,"You look ridiculous, ladies, if you’re at the club looking a mess but walking around trying to show off your YSL purse. Girl, sit down. Lol",negative,-1,negative
"""@Eb_Sosaaa , brovaaa ' i called uu wen i got off . i need you . . im hving them problems again and im going off :/ #Bad !!""","""@Eb_Sosaaa, bro, I called you when I got off. I need you. I'm having those problems again and I'm losing it :/ #Bad !!""",negative,-1,negative
U are a liar wen ur telln me I didnt read a text frm ur cell aftr I qoute it word4word thn u say I made it up sorry but im not that creative,"You are a liar when you tell me I didn’t read a text from your phone after I quote it word for word, then you say I made it up. Sorry, but I’m not that creative.",negative,-1,negative
Dang she has a bfor work boo so does that mean she im her after work boo (nicki minaj voice urrrggg,"Dang, she has a before-work boyfriend, so does that mean she’s her after-work boyfriend? (Nicki Minaj voice: ugh)",neutral,0,neutral
I need no girl if u ain't got no money for me or if u ain't fuckin I have no time for the bs on life sorry #SQUAD,"I don’t need a girl if you don’t have any money for me or if you’re not having sex with me. I have no time for the nonsense, honestly. Sorry. #SQUAD",negative,-1,negative
@CarrieMyTweet u foolish it was the best !! We r not allowed at seafood buffets anymore!!,"@CarrieMyTweet you’re ridiculous, it was the best! We are not allowed at seafood buffets anymore!",neutral,0,neutral
"""Time To Grow Up Real Shit, If You Aint got Nun Better To Do Than To Hype People Up To Fight, Then Sum Wrong""","Time to grow up, seriously. If you don’t have anything better to do than to encourage people to fight, then something is wrong.",negative,-1,negative
Im lke fck love if i cnt love him then i dnt want to love anyone eles,"I'm like, forget love—if I can't love him, then I don't want to love anyone else.",negative,-1,negative
"""Woke up this mornin feelin really good,takin the bois out for sme well needed air...""","I woke up this morning feeling really good, taking the boys out for some much needed fresh air...",positive,1,positive
"""I Swear I Go Thru The Most With Tarajii Daddy...Smh But I'm Sneaky? Gid A Break,Evrythin Was Built On Lies.I'm Movin On For 2013.""",I swear I go through the most with Tarajii’s dad... Shaking my head. But I’m the sneaky one? Give me a break—everything was built on lies. I’m moving on for 2013.,negative,-1,negative
"""LOL @teetee_wazhere  I want 2cum in ur room n lay on ur bed n laugh alil, make u mad n then leave n go n my room, mommy missn her baby girl""","LOL @teetee_wazhere I want to come into your room and lie on your bed and laugh a little, make you mad, and then leave and go to my room. Mommy is missing her baby girl.",positive,1,positive
Man I know det BLACK AFFAIR tomorrow gone do CRACK NUMBERS fr TTFU #BLACK AFFAIR BLACK AFFAIR I can't wait..,"Man, I know that BLACK AFFAIR tomorrow is going to have amazing numbers for real, turn the function up. #BLACKAFFAIR BLACK AFFAIR I can't wait.",positive,1,positive
Lord watch ova miy baby while he out et the club : )) GOODNIGHT TWITTER miy baby looked so good tonight kmsl #JR,"Lord, watch over my baby while he’s out at the club :)) GOODNIGHT TWITTER. My baby looked so good tonight, I’m dying laughing. #JR",positive,1,positive
Standing in dis hospital room wif my uncle EARL they finna pull the PLUG damn man shit so crazy and FUCKED up.,"Standing in this hospital room with my uncle Earl, they’re about to pull the plug. Damn, man, this is so crazy and messed up.",negative,-1,negative
He is Nothing but a wanna be dets why I didn't give his ass da time of day!,"He is nothing but a wannabe, that’s why I didn’t give him the time of day!",negative,-1,negative
@iamBooneyB I am mama I'm not I been on a drought anyways ion want no baby.  #No GO,"@iamBooneyB I am, but I’m not. I’ve been going without anyway, I don’t want a baby. #NoGO",negative,-1,negative
Stalking ass hoe I know all about yuh but I ain't da type ta expose dezs hoes.,"Obsessive woman, I know all about you, but I'm not the type to expose these women.",negative,-1,negative
@rmiley16 noooo dnt be mad :( i had to play doctor wit tay last nite txt me were u stay and we'll come ova and do it some time this week,"@rmiley16 No, don’t be upset :( I had to play doctor with Tay last night. Text me where you live and we’ll come over and do it sometime this week.",positive,1,positive
