sae_text,sentiment
"I’m going to let you do my hair, sis, if my sister doesn’t do it, okay? @_QUEENzy",positive
@HotCommodity29 I know how to choose my battles... It's just time to stop being sensitive... Nobody ever cares except for me anyway.,negative
But I want you all to know that Heather has officially turned into a bird because of her cell phone.,negative
@_KingTwitta_ Someone told me you got punched 129 times. Is that true?,negative
"@AndreaHill_ It isn’t working, man. You have to tell her because she isn’t listening to me.",negative
"I wonder if I call her in the morning before school one day, will she answer?",neutral
"Man, I can have sex with an attractive woman faster than you can count to 123456! #Boosie",positive
"@WhoDatBe_TonyB We play Neville on Friday at Wossman, and we go to Neville next Wednesday.",neutral
"@AdoreMyDesigner: A guy will tell you something and tell all his other girls the same thing. That’s why I’m like, forget them, bro!",negative
"""@MyKushPink: I remember when I couldn't wait to be 16. It doesn't feel like anything! LOL, I know, right?""",neutral
I don’t smoke because I don’t see the point; you’re high for a few minutes and then have to light up again. That’s dumb.,negative
These girls are secretly jealous of you!,negative
"It appears you have not provided the actual text of the tweet, only its metadata (tweet ID and timestamp). Please provide the content of the tweet you would like translated from African American English (AAE) to Standard American English (SAE), and I will be happy to assist!",neutral
I can't wait until this weekend; I'm going to get tattooed. My mom is going to want to beat the hell out of me... I don't care though.,positive
"@PrettyShitOnly: When I’m down, I don’t have anyone to talk to, but when you all are down, I’m like Dr. Phil. Forget you all! LOL, you got me!",negative
"One of my followers just doesn’t know—I’ll have him completely broke, as flat as a white woman’s butt! I get my money.",negative
I’m going to be upset if the ride isn’t working. I’m trying to go see my baby. Man!,negative
"""@sincerlynaughty: Let me know if you need me—you know I’ll come through ready, @EastendLilman. For sure.""",positive
"50-round clip hanging out the bottom, I let off what I missed and my young guys got them.",negative
"@GoGetta_Benford I am usually down that way, probably. I was just down there looking for you though.",neutral
"Oh my God, I’m so freaking hungry. I don’t feel like cooking, so I’m about to just eat these pizza rolls.",neutral
"Happy New Year to my baby, missing him but I love you, babe. Happy New Year... #freecklip",positive
"You know you love this life; no one treats you like I do, you know it!",positive
I'm about to be on my way home in a couple of hours; I hope she still wants to see me.,neutral
"Man, forget it. Damn, I swear to God I feel like giving up. It’s not like I get respect or anything. I tried, but it’s never enough.",negative
I'm not going with my sister this weekend. I don't feel like doing anything. I don't think I'm leaving the house for a while.,negative
"My fingers are itching, they're itching for that money. They wouldn't be itching if you washed your damn hands for once.",negative
"If you are in a relationship, make sure you don't mess it up, especially if you have someone who is wife material, because a good woman is hard to find.",positive
"If a woman is in a relationship and you know, fall back and respect what they have. Don’t be a homewrecker.",neutral
"When you find the right person for you, but you’re not that right person for them.",negative
"I feel like I’m losing my girlfriend and I need to know how to get her back. Babe, just tell me what it is and I’ll do it. I love you more than life, @_Chaance.",negative
"I have a picture of us that I wanted to make my profile picture, but I don’t know if she wants me to. #aye",neutral
"My mom is always asking questions... Like, wow, can I ask you some questions?",neutral
"But my mom keeps saying, ""I'm going to call, I'm going to make an appointment, and we'll see, blah blah blah."" Just let me know when, bro.",negative
"Shout out to @WeLoveVM. I just found out that we're family. Hope to see you soon, cousin.",positive
"I hate when people try to push you aside, then the next minute they want to be your friend again.",negative
"Well, this is my final time saying goodnight, so goodnight, Twitter. I’m going to try to get some sleep. If I can’t, I’ll be back later.",neutral
"My last tweet, haha—I really didn’t even need to include all those details like that!",neutral
"My stepdad is trying to take me shopping, but I'm not going. I'm not a child anymore—just give me the money.",negative
My mom let me drop Boogie off and we were blasting jazz—rest in peace :) but this snow is the worst.,negative
It really makes me mad when she goes to sleep on me without saying goodnight or something.,negative
"If you change the way you look at things, then maybe the things will change.",positive
"Girl, the one who played you? See, that’s the kind of thing your friends probably put in your ear.",negative
"But she said she needs me, and nine times out of ten I need her too, so I'm not going anywhere.",positive
"I can't even go back to sleep. People want to walk to my house and bother me and stuff. Lol, shaking my head.",negative
"I am #oochieboy Smooky, of course, that's me. Shout out to my brothers @NinoGone @_TeddyBaby @oochie_boy @SDman_GBEbaby.",positive
"@__reeeeeedd Nobody is getting beaten up over here, boo. You weren’t there, so you don’t know what happened, so be quiet. This has nothing to do with you, and he didn’t get jumped.",negative
"""@TnastyfrmSQ you think you crossed the line, man. You don’t care about me. I’m done with you, so done. You showed me your true self.""",negative
"I really don't understand why these guys are chasing these women, when you should be chasing money. #RealTalk",negative
"@fhunscripted Dr. Haynes, I live in Georgia and I would like to know what time you are on the Ricky Smiley show and how I can hear you more. Thank you.",positive
"Watching The Dark Knight Rises... Bane is my favorite villain in this Batman series, but the Joker was the best, though.",positive
"@Theywant_Louie He was a gangster, but the Joker was just on a whole different, crazy level.",neutral
Do you think you can rap or sing? Tonight is the night to show your talent. The first open mic is tonight in the SC Big Muddy Room at 7 pm.,positive
We were going off on Chocolate last night! That was so funny!,positive
