aae_text,sentiment,score
"""@DustinWakeman @stockyardpalate A study in delicious coffee, chocolate, bourbon, gin, pine, & pizza. Have a good night gents.""",positive,1
@SullyEats @jeaninechicago Ditto. And yet they are what we use for water glasses at home...,neutral,0
@NoodleHeiress @tedwardbouillon I'm out of the loop. Now I really want to know who's being discussed.,neutral,0
"""this relationship shit isnt for me , i get played all the time , why ask me to bee your girl if you on love with another btc""",negative,-1
- DNT QUESTION ME.ABOUT SHIT I DO OR SAy  SHOULD ABOUT THAT BEFORE YOU WENT CHEWiNG,negative,-1
- TJ WiNNiNG RiGHT NOW HE TEXT ME EVERY MORNING DNT MISS A DAY TYPE OF SHIT I LIKE,positive,1
THAT'S WHAT I WANNA KNO IF YOU HAD A PROBLEM SPEAK UP ...YOU SEEN ME TEXT & CAllED YOU BE FORREAl BRi,neutral,0
- BiTCH iM NOT TRyiNG TO HEAR THAT i AiN'T SEEN NO TWEET liKE THAT BRiANNA COME ON YOU KNOW CiCE BEEN ABOUT THiS liFE QUIT PLAYING,negative,-1
If u fuckin with me.... Really fuckin with me u go get sum girls n bring em to me,negative,-1
Why ever black person I see in here feel da need to say wassup to me,negative,-1
"""I Told My Bestfriend All That Polo I Just Bought Lul Bitch & He Was Like Aww Bestfriend , He Don't Appreciate you .""",negative,-1
"""(Getting Ready Fo School )My Gma Was Like I Wouldn't Let You Go Out , It's Too Damn Cold. Must Be Crazy""",negative,-1
"""Niggas Be Thinking I'm Finna JUMP In A Relationship When I Just Got Out One , Nuhnuh . I'ont Even Need To Be In One .""",negative,-1
i want Ray Lewis to get this Super Bowl n retire on a good note,positive,1
ain't know way @thickthighs_ beating my ass in ruzzle all of a sudden this mf cheating lol,negative,-1
@__Knockout say when he catch me in the streets he gone shoot me can't wait lil nigga,negative,-1
@x__beauSHAY sorry fam i should of hyu when i was n d big east yesterday,neutral,0
my 10:00 class would of been my last class but nooooo my university teacher wanna have class on Fridays this semester #FML,negative,-1
Onething ive realised i dont have girlfriends where i can sit n tell em what im goin thru... Guess its better tht way,negative,-1
Im sooooo pissed tht #Facetime doesnt wrk with 3G! like fukinrly digicel?!? *kmt* laaammee as fuk,negative,-1
@Sonnynater ill b on ur level soooon :D! Buh i rly hpe u have a gud day,positive,1
So im listening to some Damian Marley rii now.....Lord God what is happenng to me?!?@,positive,1
This class bettr only last fa 30mins cus theres nun dar chiney bwoy can teach tday,negative,-1
Its amazing when a guy can think out of the box n find ways in surprising his girl. #GoodLook,positive,1
CAME OVER MY MAMA TO WASH ND ITS BEEN RAINING SO WE AIN'T TOOK THEM HOME YET,neutral,0
"""@FierceYella318: Just Need To Be In A New Place Around New People.awww its gone be alright""",positive,1
I TALK ABOUT MY BABY SO MUCH BECAUSE I LOVE HIM ND HE LOVE ME,positive,1
"""@PS_iLoveYhu_o1: Any Female That Threatens Ah Man Widd His Child Aint Shit! #Ohh JUST SO THEY CAN BE WITH HIM""",negative,-1
@TRUE_BOSSCHiCK I'M DONE U SEE I DIDN'T SAY NUN Y SHOULD I...ID EVEN KNOW DA DUM BITCH,negative,-1
@Gorgeous_2013 o ummm imma see haha but for real tho imma do them like a week are 2 before da wedding tho...hope i don't be busy so i can,neutral,0
Where Dem niggaz at who said they'd put it all on da line??? Roccin with @brotha lynch hung early this morning!!,negative,-1
"""When times are pressing you down a bit, rest if you must but just don't QUIT...""",positive,1
If u want to walk out my life I hold the door open for u,negative,-1
I have to find something to do tonight I don't wanna be in the house bored,negative,-1
"""Niggas && Females Stay in Yo Lane, If Yu can't be the one To Blame!""",negative,-1
"""If yu want who I'm wiid, yu can HAVE em cuz best believe me ian fenna fight ova nahn human being unless dey my Fam.""",neutral,0
"""Wadds dah point of saying BBL, if yur not gonna tweet again til the next day!""",negative,-1
I remember 2omf use too go togetha during the summer! TeeHee! Dey was In Love! J.J. && K.W.,positive,1
"""I gotta cut today at work from fuckin with em pizza boxes, smh an we can't use gloves... Crazy huh""",negative,-1
Man dr king did some for the black community but damn what about the other leaders ?,neutral,0
How you gonna hate a zodiac sign? Even tho star alignment is off since like a thousand years ago,neutral,0
Wts stronger thn a women? wts stronger thn a women wit a man? Wts stronger thn a women with da mind of women wit a man wit da mind of a man,neutral,0
Keri hilson and beyonce beefing? Lol the music industry is going to a shit hole,negative,-1
Idk how y'all feel about the story line...this show is WRITTEN and PERFORMED flawlessly!!!! #Scandal,positive,1
"""I hope with all this winter weather the stores are still open...I need something to wear this weekend!""",neutral,0
Of You My MAN I'm Ride Foe You Tell The Fucking Wheels Fall Out.!! # ObeyReality,positive,1
Rule #1 Don't Be A Booty Call If He Don't Respect You Gurl He Go Forget You.! #ObeyReality,negative,-1
Rule # 4 Be The Person You Want To Find Don't Be A Nickel Out Here Looking For A Dime .. #ObeyReality,neutral,0
Boy Lately Yu Been Stingy With Ur Time Got Me Wonderin I'm Wonderin If I'm On Ur Mind Boy I Just Want To Be In Ur Possession #ObeyReality,negative,-1
Wtf Do It Matter To You awtf I Do Or Who The Fuck I Do Ur Not My Mane!! #ObryReality,negative,-1
@laurenlu87 have them send it to ur emai. U do not need a new account.,neutral,0
No Tara by all means continue. I was just explaining why I was laughing so robustly,positive,1
@Syfy being human is great. It along with continuum and lost girl can fill the void that will open when merlin ends this year.,positive,1
The trust and believe video is really messed up. But hoes get what they deserve.,negative,-1
Im hungry but I dnt want to eat out but I dont want to cook but I have plenty of food.,neutral,0
I think its creepy when ppl go through your instagram pics and like about 10 consecutively then ppl post the screen shot.,negative,-1
"""So my dudes,ya don't see me for awhile,ya man good,just on some Sober sh$t! #BackOnMyDeen #Insh'Allah""",positive,1
Na my side bitch my main bitch cuzz my side bitch aint feelin me no mo#Trinidad James,neutral,0
Understand me I got to get this money understand me   bang bang  btc my name jayla you can call me understandme,negative,-1
"""@MishaFlawless_: Tomorrow is about to be crazy! I'm ready to fucking acttttt!who u gne act on""",positive,1
"""@AllAboutTaurus: #Taurus' get bored almost instantly but they balance this with being really loyal and great team players... Agree""",positive,1
@LOUD_SMOKEonly I know u want a vac from flint for a weekend just hit me up if u do,neutral,0
"""Maybe I'm a honey bey....def NOT a lamb.  But if I can't be queen bey, then I'm off it""",negative,-1
How this sound.. This match is set for one fall. On the way to the ring weighting in (blank) from (blank) lol WWE Divas Champion @kcommacass,neutral,0
"""You might had lied to your fears, get mad at your nightmares but you can be calm and keep what's real because that's what you need""",positive,1
10 years has been long for The Great One but The Rock is WWE Champion again!!,positive,1
@B_kisses_ ok bout two walk on the high way now..lol u bout to have my niece,neutral,0
Ion feel da same nomoe iant even ben poppin shit on twitter like i used 2,negative,-1
Do people go to bed early anymore? Hell nah ian talking bout no time after 11 pm!!,negative,-1
@18_AnD_BLeSSeD okay well ima get your number from becca tonight & ima call you tomar.,positive,1
When Mr. Nu had his booty in my face<<<<< Sir imma need you to move that booty outta my face !,negative,-1
Trice a fucking fool thinking im fina wash dishes that she supposed to been washed lastnight ! #Afuckinglietome,negative,-1
Cant believe who I heard that girl talk to ! But you get mad when he do shit.. Girl boo gtfo with that bs !,negative,-1
He beat me in ruzzle tonight ! Its cool doe ima beat him next time,neutral,0
""",Lol my daddy was like I dnt like the winter nd he was like did u ever knw that wat was his point of tellin me dat! :)) <3""",positive,1
I hate sittn in the house on saturdays frfr its boring as fck dawq!Im ready to go bk to school..!,negative,-1
@5avage_Life_Ent u say u luvin bitch n jus got off da phone wen we was jus talkin bout her but now yall so n luv lmao,negative,-1
walkingg to far on god but i hope all drm boys made it at home,neutral,0
He must not know I don't do the bitch word homie..that word causes for a couple of teeth to go missing..,negative,-1
Tell me that pussy is mines..ooh cause I don't wanna believe anyone is just like me,negative,-1
You are my sunshine my only sunshine you make me happy when sky's are gray.,positive,1
"""You can't lose what you never had, you can't keep what's not yours & you can't hold on to something that doesn't want to stay.""",negative,-1
Hoes wanna know..hoes wanna show..they know a nigga name they know a nigga strong (Rick Ross voice),neutral,0
I try to let u  pussy niggas eatnits time to put u pussy boys to sleep,negative,-1
"""I don't want to do much extravagant..just some great food,green, and drinks with the people i love and who love me most helping me celebrate""",positive,1
"""good and sleepy..thinking, stressing, thinking..that normal routine around this time of the evening..prayer AND rest..the order is necessary""",neutral,0
really dont want to do anything for the next 40 minutes but APPEAR to be doing work..,negative,-1
Reeking of every drink i had last night. This shower and blunt will be EVERYTHING,positive,1
If you not ready to b in a long relationship with me don't ask me out,negative,-1
i then saw some many pictures of niggas dicks and bitches coochie .. its a shame ..,negative,-1
#oomf NO im gone put they name .. dont have time for that sub tweein shit ..,negative,-1
bitch worry bout your got damn self hoe stop suckin dicks for free then you can come check me !!!!!!!!!!!!,negative,-1
nigga you try to be something your not lords know you ain't bout that life ..,negative,-1
@Thing_03 keon lil messy dumb big nose hoe .. keep on talking shit .. please don't let your mouth  get bust it lil daddy ..,negative,-1
"""@Hollywood_DAN_ o yea bruh just checking on.yall nigaz, yall still family regardless if im gone' but drop them niggaz off B'""",neutral,0
"""Way B4 This Shit, I Was Known To The Man To Hola At For The BREAD' Make Money Off Hooping, Im Gambling Ass Nigga'""",neutral,0
I Thought I Was Dead I Was So Damn High In The Air' i was like damn... almost had to go to the hospital Smh',negative,-1
@SayNoToInk @NikeEverythingg man that nigga know an flexing cause rudy was DUNKING ON HIS HOLD TEAM!!,negative,-1
"""You Fck With Me, Hell I Fck With You...... You Dont Fck With Me, Well Get The Fck Up Out My Face Then' #ThatSimple""",negative,-1
"""@KiSS_DiS_PiNK my bad my phone been broke for a week, my bad lol but you know now! =P & cause iknow you dont miss me Dnt cut ya boy off Tho""",neutral,0
"""@KiSS_DiS_PiNK ok well let me know sum main, you got my cell number so.hmu... and idk maybe so, you?""",neutral,0
So glad Mo'nica gave me my fav wig today.. oh how I luv it sooooo!!!,positive,1
"""@Tee_Trigga that information can not be released at this time, but you should know who""",neutral,0
My daddy needs to let me hold a lil somethin for about a week or two,neutral,0
But that ain't gon be hard all I Need to do is pass this test tomorrow and pass my midterms,positive,1
"""I text her, she chirp me, I fall thru, she work me, at 7:05 she going down,by 7:11 SLURPEE!n2 CHAINZZZZZZZZZZZZZZZZZZZZl""",positive,1
Me after just cleaning my room: Wow I am never letting my room get messy again! The next day: Has anyone seen my bed?,neutral,0
Its funny how these niggas be playing these girls and these girls think they so in love.,negative,-1
My cousin @Royal_Flush6992 a #L7 for telling his ex he love her... LMAO she drake'd his ass.,negative,-1
Dog I fell asleep with my phone on the charger playing music and it still died -_-,negative,-1
If every time I look on yo twitter and see some new bullshit FUCK nawl I ain't bouta trust yo ass,negative,-1
Im sitin up her watching yall videos & yall be killing & swaqq on 1000 # @AToneyy,negative,-1
I ain't even gon fake... Cass landed a few viscous hooks and power punches in this round.. but the array of beats was jye corny!,negative,-1
@Focused428 Yeah Im hip; trust me... but the rumor mill is already spreading like the flu... smh we good,negative,-1
Sometimes I can't tell if i'm looking at a captcha or an actual text from my pops...,neutral,0
@SeanKingston  pleae help my cause we are trying to find the person responsible for killing a lil pit bull in Riviera brach florida,negative,-1
