aae_from_sae_text,sentiment
"@Jayy_HatesYou That’s wassup... I’m workin on my game, grindin, and tryna earn my spot.",positive
"I ain’t gon’ lie, this song really make me wanna fuck!",positive
"I had fun on here tonight, lol! For real tho, I’m finna go to sleep this time.",positive
"I’ma try talkin’ to other people, but it never last more than two days ’cause I don’t want nobody but her!",negative
"He was like, ""Baby, let me spend all this money on you."" Man, what you waitin’ on? McDonald’s got dudes like that, I’m weak.",positive
"The refs definitely ain’t on our side tonight, but we still got this game. #CelticsNation",positive
"Lmao, I’ma always remember the first time I got high, til the day I die. #GoodTimes",positive
So Nate wanna show out in practice *smh*... I bet he gon’ foul out tomorrow in the first half.,negative
"Yeah, everything happen for a reason, but don’t be usin’ that as a excuse for makin’ bad decisions.",negative
Tweetin BRB or Be Right Back gotta be the dumbest thing to tweet! Ain’t nobody waitin on you.,negative
"I got you, you got me—that’s how we s’posed to be. I’m wit’ you, you wit’ me, and I’ma help make your dreams come true.",positive
"I be tellin’ folks how to fix they relationships, but if it was me, I’d be ready to lose my mind lol.",negative
"He said today was chill; I had to bounce back from last night. I was real drunk, laughin’ so hard. :)",neutral
"How you gon’ write they stuff on my page, then call, say what you gotta say, and hang up?",negative
Headin’ home and gettin’ in bed since Justice ain’t goin’ to the mall no more.,neutral
He still ain't text me back. Whatever—I ain't got time for nobody else's attitude.,negative
"If she don’t come when I get home, I’ma cuss her out. Fr.",negative
"@_TiaJhelisa Aw damn, let me know what’s up! And tell that girl Ashten she betta watch her mouth.",negative
I want a woman to come thru to my spot; I’m out here shootin’ out the front door!,negative
"I really don’t wanna go to work tomorrow, but I been missin’ it and I miss gettin’ that money. $OS",neutral
"@SaveSoles I’m thinkin’ ’bout switchin’ up my style, keepin’ it chill. Tryna do it like you did today.",positive
"Damn, I done forgot today was Thursday. Hope we don’t get too much on the truck today.",negative
"@Its_ShanDa Aight, I’ma teach you, and after that, you gon’ be able to cook for me.",positive
"@Rawrr___Xx Cuz I been busy wit work an school stuff, an you can hit me up first.",neutral
"Some dude damn near lost it at my job today ’cause he thought we ain’t have his size left, lol.",neutral
"@iTweetForBSM_ I was finna get that done soon as I heard, but he said he wanna catch that one dude first.",neutral
"It’s a nice day, so if we do, I might rock the 11s—might.",positive
You way too fine for that man to be puttin’ his hands on you. A real man gon’ make love to you and spend money on you.,negative
"@drew_mergs Yeah, I was at the MST game too, and I know, but by next year you gon’ really be doin’ good. And fo’ real, they is.",positive
"@Its_ShanDa Nah, you the real chump, and you know you woulda got some, so hush.",negative
"First we kissin, then we lickin, then she mad ‘cause I’m leavin. She say we the same, but the only difference is I’m different.",negative
"What it feel like knowin’ that by your senior year, you gon’ be known as the one who was beatin’ off in the library?",negative
"@IzaiahSantana Yeah, just keep lookin’. I feel you on that; it ain’t easy at all.",neutral
@Tokyo_InTheCut The dude my brother go to real talented; that’s who I’ma go to.,positive
@drew_mergs @cooljays04 Ion even know if we got the Kobes; they said them joints was more limited than the others.,negative
"@BitchImTryinEat @deezjayzz 15—Ion know, I could make it happen, but it’s too many sneakers droppin I want, lol.",neutral
"Happy New Year, y’all! I’m chillin and I love my man. I brought in the New Year wit him. ^_^",positive
"Lmao, the only one hittin’ my phone in 2013 is my girl. Lmao, that’s lowkey embarrassing, bruh.",neutral
"@DMoNM_Nikko: @ChinaDoll_Here Let's play, aight? We gotta keep it real no matter what the question is, you feel me?",positive
I think a woman should always respect that a man gon’ make mistakes just like she do.,neutral
"Lol, when I say they was all happy to see me, then soon as I went to sleep, everybody was knocked out all on top of me -.‑",negative
"He done betrayed me a couple times and I was ready to give up, but I stayed committed!",positive
"She say she tired—but if she tired, why she ain’t left yet?",negative
"Lately, I been talkin’ to my brother a lot and puttin’ money on his books!",positive
"She said if you don’t get it together, she gon’ replace you. Haha, that’s right too!",negative
D.J. Flow Ballin’ for a Cause Charity Basketball Game put on by The Extraordinary Gentlemen of @SMOOTHMSU.,positive
You gon’ see the wildest game of soccer you ever seen in Brooklyn this summer. lol,positive
"@TraditionalRebl Lol, damn, I must be goin’ blind ’cause I really ain’t even know that was you.",neutral
"Boutta hop in the shower; hit me up when I get out, somebody. But look like everybody just chillin tonight.",neutral
"Takin’ a break from socials for a minute. If we close, you got my number. I’m out.",neutral
"@PBG_BADent You ain't got nothin' to do... might as well come party wit me, haha.",positive
"I don’t always do what I wanna do, but I always do what I gotta do.",neutral
"Aye, I like that >>> it let me know he watchin’ and he care ‘bout #HisBaby (:",positive
"Man, I wanna hit the mall and grab a few things, but I might not got enough time. :-(",negative
I asked what you want me to buy... mid???... how he gon’ have the nerve to say yeah?,negative
Half these women I call my sister—I just hope they really my sisters.,neutral
"Cuz if you don’t like me, don’t be talkin’ ‘bout me then smilin’ up in my face.",negative
"I ain’t worried ’bout none of that, girl. Tawana did her thing…",neutral
Take the stress out yo’ taxes this year—get our Audit Protection Plan at Royalty Tax and stop worryin’ ’bout gettin’ audited.,positive
"At Royalty, we get your taxes done right and make sure you get all the credits and deductions you supposed to.",positive
"I’m single and ready to meet new folks, but at the same time, I’m ready to settle down.",neutral
"Scoota, Cain, and them folks in the back stay beggin’ for a brain!",negative
"The way Tyronda and Puncho talkin’ bout some kickbacks they just made up! Smh, they so lame. @Msgotdam @demariobenton30",negative
"If you ain’t ridin’ wit me and Porsche, you gettin’ rolled over. :) @PorscheBixtch",positive
"I really feel bad for Schaap, smh. I really can't believe he actually believe Te'o. Smh. But on another note tho, KD did drop 52, I do believe.",negative
Julio a straight-up beast! It’s a shame my Browns done traded him to Atlanta for nothin’.,negative
"@RocThom0512 Exactly. Wish he would've came thru; dude explosive fr. We need that here, but good luck.",neutral
"Workin from 7 to 7 ain’t no joke! That 5-hour case had me tired fr, lol.",negative
"@Keystackz215 Yeah, you can. It all depend on your vibe, cuz you might got crazy chemistry and it just happen. Some folks end up gettin’ married after that.",positive
"If I don’t do everything I used to do, I ain’t mad at you.",neutral
The last tear just fell from my eye. I told myself I wasn’t gon’ cry no more.,negative
"My lil’ girl say I bring that excitement. She eatin’ that food like it’s McDonald’s, mane.",positive
"So peep this: this girl really had the audacity to text me ""Good morning, babe."" Lol, girl, I ain’t your babe!",negative
"All I do is drop straight fire, like Drag-On; I love messin’ with new women, shoulda left the tag on. #2Chainz",positive
"And bruh said I’m lame ‘cause I don’t smoke. I don’t smoke ‘cause I got caught and had to take that plea, period.",negative
"My mama be askin’ me for some money, then later she wanna know where I got it from; I just tell her, “Grandma gave it to me.”",neutral
"Real ones come first, them dealers come second, fly dudes come third, and I always talked in code.",neutral
"When one of us gone, the other one be at home feelin lonely and all that.",negative
@_VONerable_ Lmaoo!! You done put my tweets together. I was talkin’ bout two different things!!!!!,positive
Jeremy threw his keys at me when I was goin’ down the hill. The one who was ’bout to have a good time drivin’ his car was me.,negative
"Hey, love. I know how you move, and I know you could get me killed.",negative
"Anybody tryna play Ruzzle wit me? I swear I stay undefeated, lol. Ruzzle: ChillOnLiyah",positive
"@Smooth_Thuggin LOL I got that new edition! You lucky, ’cause this girl senior pulled up to school this mornin’ in a old Mercedes and the brakes was screechin’.",positive
"@inhalingTHEGOOD Facts. Soon as I play some Lil Boosie on this dry-ass [music], they wanna hate on me, lol. But where you from?",neutral
"@AhmadMcMillian, you be rockin’ them beanies wit’ the brims, lookin’ like Andre 3000.",positive
@Blizzy_BlowinOz I slid by High and Spruce to see if you was out there but ain’t see you.,neutral
"@TearItDown_DSE I’ma have some for this weekend, best believe that! We gotta make up for New Year’s, lol.",positive
"@Bck_In_Action I’m hollerin fr! That’s facts, that’s facts. I be tryna cuss folks out and end up spellin stuff wrong.",neutral
"Oh, and this lil’ dusty dude on Catfish ain’t got no chance wit’ that girl.",negative
"If you touch somethin’ that’s mine, I swear I’ma break yo’ damn hands off.",negative
"@SidneyDollar LMAO! Nah, bruh, I had to roll up another one just to get right. It was cool, but it ain’t hit hard enough for me lol.",neutral
